w1,w2,co_count,deg_w1,deg_w2,freq_w1,freq_w2,pmi
here,him,2,970,252,364,72,1.5463769737133173
are,we,466,9402,6132,3215,1599,1.5341876900813396
itself,won,2,436,568,108,140,1.5333384880972707
been,ve,22,8574,320,2070,75,1.5261877285139807
i,what,34,2506,1696,736,430,1.5238455242394475
ll,very,2,168,1494,39,428,1.5199258227815933
how,where,6,958,786,268,263,1.5199105692807633
didn,if,4,104,4858,22,1555,1.5134768562959677
do,you,12,2038,744,464,189,1.5130972438879884
didn,he,10,104,12202,22,5215,1.5087948521162307
any,nor,4,2888,176,925,61,1.507446373866043
and,between,1246,50824,3152,25648,1076,1.495733295838959
o,won,2,460,568,690,140,1.479754311316839
did,whom,2,2468,106,651,22,1.4784997419634598
just,t,22,1162,2480,302,604,1.4770866006437726
can,how,16,2190,958,612,268,1.476040012421338
they,whom,6,7446,106,2595,22,1.4728438112361606
it,wasn,12,29276,54,11104,10,1.4713551080943388
hasn,it,12,54,29276,10,11104,1.4713551080943388
itself,until,4,436,1214,108,423,1.4669316796634144
can,only,46,2190,2792,612,840,1.4624270804409771
d,own,4,408,1304,211,323,1.4617909809301184
during,his,24,1804,1772,674,673,1.4603839314973217
both,themselves,2,1884,142,662,43,1.4561227362085651
each,other,62,1714,4842,545,1653,1.4554221299878434
further,she,8,2890,372,887,163,1.4514916838257892
have,ll,12,9602,168,3107,39,1.4511718370462454
doing,you,2,362,744,66,189,1.449417010511074
do,me,2,2038,134,464,35,1.4355382602828697
me,we,6,134,6132,35,1599,1.4325991362903705
she,you,2,372,744,163,189,1.422167400920591
had,ve,20,8748,320,2975,75,1.410786819065376
being,by,216,1952,15506,554,7101,1.4096423197225745
but,hasn,4,10492,54,3601,10,1.3988975479865176
when,you,14,2674,744,921,189,1.3956414246436897
haven,i,2,114,2506,22,736,1.390460743297281
each,ll,2,1714,168,545,39,1.3825532576626702
can,i,38,2190,2506,612,736,1.379442168586031
do,themselves,2,2038,142,464,43,1.377551070544065
himself,or,2,38,7648,11,3248,1.3733167322768332
here,too,6,970,902,364,254,1.3698046090567686
him,just,2,252,1162,72,302,1.3657753303212925
m,which,78,1194,9574,435,3666,1.3647941533531325
can,me,2,2190,134,612,35,1.3636057349195363
both,once,4,1884,312,662,90,1.3620943135868768
we,what,70,6132,1696,1599,430,1.3511471742588164
am,too,2,330,902,99,254,1.3493951989860204
doesn,if,6,184,4858,45,1555,1.3483973414145405
any,t,48,2888,2480,925,604,1.3468236497371173
did,why,4,2468,242,651,60,1.3461488542099145
doing,t,6,362,2480,66,604,1.3440571591957762
further,once,6,2890,312,887,90,1.3397002428587483
be,ma,2,21772,14,6357,6,1.3256650502749658
be,shouldn,2,21772,14,6357,3,1.3256650502749658
as,him,22,13384,252,4575,72,1.319754063666706
before,themselves,2,2192,142,766,43,1.3047057161757278
his,nor,2,1772,176,673,61,1.3027542977035298
him,t,4,252,2480,72,604,1.300807063154662
no,why,8,5170,242,1495,60,1.2998316686351454
being,now,42,1952,3368,554,957,1.2989414515465414
having,re,2,334,942,110,238,1.293956165599699
doesn,each,2,184,1714,45,545,1.2915815788676221
each,for,324,1714,30020,545,13782,1.2844953188303574
can,do,28,2190,2038,612,464,1.2807794323263686
very,very,14,1494,1494,428,428,1.280588503736505
after,having,10,4786,334,2022,110,1.2779496949985873
be,can,298,21772,2190,6357,612,1.2770126511721354
d,where,2,408,786,211,263,1.2748784860910733
than,those,48,5386,1430,1784,398,1.274168995504321
he,whom,8,12202,106,5215,22,1.2666031250697067
having,here,2,334,970,110,364,1.2646653988809278
me,that,18,134,21814,35,7540,1.2621806447230262
further,no,92,2890,5170,887,1495,1.2621048246542304
as,as,1102,13384,13384,4575,4575,1.261207515072617
itself,them,4,436,1500,108,402,1.2553873827751125
any,haven,2,2888,114,925,22,1.248584531156817
hasn,he,4,54,12202,10,5215,1.2479108186877026
as,ourselves,6,13384,74,4575,17,1.245834908613918
these,were,62,1268,8090,457,3092,1.2435102291685984
are,whom,6,9402,106,3215,22,1.2395984408550265
me,t,2,134,2480,35,604,1.239248849745247
they,what,76,7446,1696,2595,430,1.2392292629936739
under,y,2,3618,92,1318,73,1.2376372474460606
such,those,18,2104,1430,684,398,1.233302395256799
but,wouldn,6,10492,96,3601,17,1.228998717579302
him,when,4,252,2674,72,921,1.2254901828672833
own,who,12,1304,1554,323,608,1.2230832737456332
are,doing,20,9402,362,3215,66,1.2153662941205847
are,there,308,9402,5608,3215,1283,1.209428650304631
had,no,264,8748,5170,2975,1495,1.2086967607519716
again,so,8,724,1898,213,551,1.2060500142923627
there,were,264,5608,8090,1283,3092,1.2055716713068525
her,is,4,30,22924,10,7668,1.205112980560906
do,what,20,2038,1696,464,430,1.1999361888768796
they,were,346,7446,8090,2595,3092,1.1925785187760523
before,ve,4,2192,320,766,75,1.1853594033957557
if,they,206,4858,7446,1555,2595,1.1840178104895462
isn,it,6,36,29276,8,11104,1.1836729793397784
have,ourselves,4,9602,74,3107,17,1.1724582709781362
is,my,24,22924,186,7668,56,1.1723234396742088
i,themselves,2,2506,142,736,43,1.17083236130435
they,wouldn,4,7446,96,2595,17,1.1664696101389211
aren,they,2,48,7446,8,2595,1.1664692930484917
o,who,4,460,1554,690,608,1.166436035644148
after,being,52,4786,1952,2022,554,1.1611396709469508
below,those,10,1258,1430,468,398,1.1598328188721467
but,didn,6,10492,104,3601,22,1.1489560350465282
just,re,6,1162,942,302,238,1.1458120641334584
below,just,8,1258,1162,468,302,1.144221025538936
they,where,32,7446,786,2595,263,1.1433028296299783
are,they,382,9402,7446,3215,2595,1.1412666513996843
being,is,244,1952,22924,554,7668,1.1405747896534673
do,they,82,2038,7446,464,2595,1.1315187763628398
how,just,6,958,1162,268,302,1.1289695657617942
do,doesn,2,2038,184,464,45,1.1184426301873156
him,very,2,252,1494,72,428,1.1144611518630507
here,who,8,970,1554,364,608,1.1135138045962696
other,than,138,4842,5386,1653,1784,1.1105682778325099
him,them,2,252,1500,72,402,1.1104531339630297
is,there,678,22924,5608,7668,1283,1.1072141938500697
whom,with,8,106,14332,22,6179,1.1057082361823858
any,not,250,2888,16546,925,4389,1.099197765515487
few,very,6,770,1494,218,428,1.0961124101626232
doing,they,14,362,7446,66,2595,1.0919367942201157
does,it,202,1334,29276,363,11104,1.0877631306258824
having,just,2,334,1162,110,302,1.0840637008577052
until,ve,2,1214,320,423,75,1.0831056646452646
has,it,2004,13348,29276,4864,11104,1.0792112870664172
d,or,16,408,7648,211,3248,1.0790780354763605
are,now,162,9402,3368,3215,957,1.0768002534421033
out,themselves,2,2786,142,795,43,1.064913435393984
once,these,2,312,1268,90,457,1.0649033245367554
how,on,102,958,21184,268,9244,1.0590795779908517
re,what,8,942,1696,238,430,1.0553643284300547
can,our,16,2190,1460,612,503,1.0546961296399635
am,that,36,330,21814,99,7540,1.054075021724552
against,whom,2,3778,106,1492,22,1.0527135152515044
doesn,that,20,184,21814,45,7540,1.0504452301382199
as,her,2,13384,30,4575,10,1.050090035249944
we,where,24,6132,786,1599,263,1.0497767655426504
should,then,10,2518,804,853,251,1.0417215159891833
too,too,4,902,902,254,254,1.03702107183172
now,until,20,3368,1214,957,423,1.0319378867581703
at,each,136,16244,1714,7017,545,1.0305469021775242
because,your,2,4020,102,1076,28,1.029092681717016
from,up,692,18872,7566,8217,2307,1.0226875398709474
has,no,334,13348,5170,4864,1495,1.021347194560648
had,themselves,6,8748,142,2975,43,1.0193078724608207
he,your,6,12202,102,5215,28,1.0173873473711317
above,those,8,1166,1430,398,398,1.0126333378131709
d,we,12,408,6132,211,1599,1.0123191636353484
be,wouldn,10,21772,96,6357,17,1.0098127938571948
t,what,20,2480,1696,604,430,1.003646580474826
doing,just,2,362,1162,66,302,1.0035605476152998
i,ll,2,2506,168,736,39,1.002695582670279
won,you,2,568,744,140,189,0.9989402469061656
re,too,4,942,902,238,254,0.9936303344989356
nor,other,4,176,4842,61,1653,0.9906829977419742
were,whom,4,8090,106,3092,22,0.9844270285226032
his,why,2,1772,242,673,60,0.9843008544595243
have,me,6,9602,134,3107,35,0.9841488319723786
can,they,76,2190,7446,612,2595,0.9836002624150849
against,won,10,3778,568,1492,140,0.9834695421914171
few,only,10,770,2792,218,840,0.9816370305248908
can,where,8,2190,786,612,263,0.9807838189268313
at,same,206,16244,2738,7017,603,0.9773702815287718
just,you,4,1162,744,302,189,0.9763111635451804
some,whom,2,4090,106,1422,22,0.973363376982903
we,won,16,6132,568,1599,140,0.9691470168816531
so,this,82,1898,9406,551,3516,0.9690162061569885
once,only,4,312,2792,90,840,0.9687334869728949
there,was,438,5608,17112,1283,5816,0.9626902407894855
have,they,326,9602,7446,3107,2595,0.9616944470089583
any,further,38,2888,2890,925,887,0.9602108662743587
again,until,4,724,1214,213,423,0.9597827780268957
had,him,10,8748,252,2975,72,0.9565315437432175
all,your,2,4328,102,1294,28,0.9552690999369399
can,until,12,2190,1214,612,423,0.9515297913616126
more,or,222,6462,7648,1881,3248,0.9467397886902694
how,they,32,958,7446,268,2595,0.9454118541871016
after,until,26,4786,1214,2022,423,0.942926275353485
him,with,16,252,14332,72,6179,0.932865513025928
there,why,6,5608,242,1283,60,0.9308281794278143
too,were,32,902,8090,254,3092,0.9226933575120809
not,were,586,16546,8090,4389,3092,0.9209921303043084
because,haven,2,4020,114,1076,22,0.9178671311154664
our,re,6,1460,942,503,238,0.9175183482272897
did,she,4,2468,372,651,163,0.9161929187089162
not,who,112,16546,1554,4389,608,0.9159676849474546
have,wouldn,4,9602,96,3107,17,0.9121752788862993
doing,is,36,362,22924,66,7668,0.9118910392373601
until,when,14,1214,2674,423,921,0.9060065519187088
once,they,10,312,7446,90,2595,0.904105578436162
by,her,2,15506,30,7101,10,0.9029230653368423
once,very,2,312,1494,90,428,0.9008872197148973
having,only,4,334,2792,110,840,0.9005957066975453
if,wouldn,2,4858,96,1555,17,0.9003724725506247
s,y,12,30460,92,15680,73,0.8989043886409683
any,such,26,2888,2104,925,684,0.8981374440525788
once,them,2,312,1500,90,402,0.896879201142277
ll,out,2,168,2786,39,795,0.8967766423711875
re,very,6,942,1494,238,428,0.8944977026841417
above,or,38,1166,7648,398,3248,0.8940083282784679
nor,when,2,176,2674,61,921,0.8912880272639074
between,them,20,3152,1500,1076,402,0.8866754065573648
if,we,126,4858,6132,1555,1599,0.8865795629106575
i,so,20,2506,1898,736,551,0.880689130415107
is,now,324,22924,3368,7668,957,0.8786854742757566
ve,very,2,320,1494,75,428,0.8755694293863492
him,so,2,252,1898,72,551,0.8751177245025497
is,too,86,22924,902,7668,254,0.8697491032805443
have,who,62,9602,1554,3107,608,0.8687761642291721
as,same,152,13384,2738,4575,603,0.8670382791328486
how,should,10,958,2518,268,853,0.8664730333366416
but,he,530,10492,12202,3601,5215,0.8651095243689544
m,until,6,1194,1214,435,423,0.86497508418599
can,if,44,2190,4858,612,1555,0.8641066956535076
again,when,8,724,2674,213,921,0.8632753053214912
into,my,2,2606,186,1020,56,0.8617843689018073
do,more,54,2038,6462,464,1881,0.8555216840358203
then,until,4,804,1214,251,423,0.8549749385009504
but,did,106,10492,2468,3601,651,0.8538633728099487
doesn,it,22,184,29276,45,11104,0.8515393260067394
again,do,6,724,2038,213,464,0.8471997475908116
then,we,20,804,6132,251,1599,0.8448127383093449
am,very,2,330,1494,99,428,0.8447977915854723
both,where,6,1884,786,662,263,0.8436061069940026
don,have,34,874,9602,191,3107,0.8435094495286206
and,other,994,50824,4842,25648,1653,0.8404861174618707
does,she,2,1334,372,363,163,0.838271735333361
no,wouldn,2,5170,96,1495,17,0.8381266572079983
but,no,218,10492,5170,3601,1495,0.8354547628731017
they,when,80,7446,2674,2595,921,0.8352196252278214
had,haven,4,8748,114,2975,22,0.8334713562832813
me,they,4,134,7446,35,2595,0.832978132253632
having,very,2,334,1494,110,428,0.8327494610658016
have,once,12,9602,312,3107,90,0.8321327228264442
didn,have,4,104,9602,22,3107,0.8321325986837973
been,there,192,8574,5608,2070,1283,0.8290123043075214
are,very,56,9402,1494,3215,428,0.8274176122782233
aren,but,2,48,10492,8,3601,0.8235334738925766
after,just,22,4786,1162,2022,302,0.8196502263747087
am,we,8,330,6132,99,1599,0.8190285682765649
about,me,4,7566,134,2814,35,0.816990586726171
she,that,32,372,21814,163,7540,0.8164907934108255
as,himself,2,13384,38,4575,11,0.8137014297895094
below,were,40,1258,8090,468,3092,0.8131730008088861
only,our,16,2792,1460,840,503,0.8118395107673546
had,nor,6,8748,176,2975,61,0.8046509862180964
do,him,2,2038,252,464,72,0.80394953716984
under,which,134,3618,9574,1318,3666,0.7973127708314839
some,these,20,4090,1268,1422,457,0.7941918667419205
my,only,2,186,2792,56,840,0.7928427079483711
down,were,92,2960,8090,885,3092,0.7904160241778991
it,when,300,29276,2674,11104,921,0.7878843799907388
all,doing,6,4328,362,1294,66,0.7872103343974911
be,ll,14,21772,168,6357,39,0.7866692936502138
had,who,52,8748,1554,2975,608,0.786031804685656
are,having,12,9402,334,3215,110,0.785043900220416
aren,that,4,48,21814,8,7540,0.7847419467775246
did,they,70,2468,7446,651,2595,0.7818556048844378
no,your,2,5170,102,1495,28,0.7775020744073596
their,themselves,2,3722,142,1370,43,0.7752593617891003
has,itself,22,13348,436,4864,108,0.7742343516627684
don,if,16,874,4858,191,1555,0.7710822073596334
above,same,12,1166,2738,398,603,0.7685452337377224
should,these,12,2518,1268,853,457,0.7684462569052964
if,there,102,4858,5608,1555,1283,0.7645972805596059
below,or,36,1258,7648,468,3248,0.7639970401967451
each,once,2,1714,312,545,90,0.7635145768978535
very,we,34,1494,6132,428,1599,0.7558279118835292
doing,very,2,362,1494,66,428,0.7522462932441467
ve,what,2,320,1696,75,430,0.7487540607390204
again,them,4,724,1500,213,402,0.7482384339676482
t,they,68,2480,7446,604,2595,0.748017614205188
our,she,2,1460,372,503,163,0.7480173043558367
himself,with,2,38,14332,11,6179,0.7452666368450674
had,itself,14,8748,436,2975,108,0.7447906711531264
had,once,10,8748,312,2975,90,0.7429574721621368
how,not,58,958,16546,268,4389,0.7416515739599746
can,them,12,2190,1500,612,402,0.739985399498982
itself,should,4,436,2518,108,853,0.7373877587616691
against,itself,6,3778,436,1492,108,0.7371230856039235
has,which,464,13348,9574,4864,3666,0.7339123530732489
before,him,2,2192,252,766,72,0.7311041479171637
itself,these,2,436,1268,108,457,0.7302645056504632
you,you,2,744,744,189,189,0.729020815070581
are,both,64,9402,1884,3215,662,0.7290089190298683
she,very,2,372,1494,163,428,0.7249966671592495
them,you,4,1500,744,402,189,0.7209887996687893
each,own,8,1714,1304,545,323,0.7196206364783861
below,does,6,1258,1334,468,363,0.7184997169658854
any,if,50,2888,4858,925,1555,0.7152773958748275
few,while,6,770,2188,218,935,0.7145817030793009
me,to,40,134,84420,35,36400,0.7074360320799782
can,no,40,2190,5170,612,1495,0.7065506610801112
m,so,8,1194,1898,435,551,0.7057772070251915
but,wasn,2,10492,54,3601,10,0.7057505108650413
through,ve,2,1778,320,726,75,0.7015374889912054
this,why,8,9406,242,3516,60,0.7013566921266463
my,we,4,186,6132,56,1599,0.69922731423706
for,himself,4,30020,38,13782,11,0.6990449630807539
too,was,54,902,17112,254,5816,0.6967902770469272
not,why,14,16546,242,4389,60,0.6961759144875382
if,re,16,4858,942,1555,238,0.6961573140356148
each,having,2,1714,334,545,110,0.6953768122779408
it,nor,18,29276,176,11104,61,0.6953203961331281
here,his,6,970,1772,364,673,0.6945551826806066
any,before,22,2888,2192,925,766,0.6901092913663293
have,should,84,9602,2518,3107,853,0.6898259003731768
am,but,12,330,10492,99,3601,0.6874016190858732
being,through,12,1952,1778,554,726,0.6850084317135429
from,y,6,18872,92,8217,73,0.6844921891241187
does,own,6,1334,1304,363,323,0.6825864186594984
any,or,76,2888,7648,925,3248,0.6801703901978001
does,he,56,1334,12202,363,5215,0.6800153145796538
does,itself,2,1334,436,363,108,0.6795234436321211
above,but,42,1166,10492,398,3601,0.6779229091483079
any,other,48,2888,4842,925,1653,0.6777543738192806
and,y,16,50824,92,25648,73,0.674632159710562
being,were,54,1952,8090,554,3092,0.6739462713279046
aren,he,2,48,12202,8,5215,0.6725467547720327
before,then,6,2192,804,766,251,0.6695464728264818
or,other,126,7648,4842,3248,1653,0.6689553223964602
other,with,236,4842,14332,1653,6179,0.6684545988003435
here,until,4,970,1214,364,423,0.6672781939007091
haven,no,2,114,5170,22,1495,0.6662765050079535
if,only,46,4858,2792,1555,840,0.6657018232572881
don,they,22,874,7446,191,2595,0.6624858107755515
having,his,2,334,1772,110,673,0.6620977990923115
few,few,2,770,770,218,218,0.660321894525484
can,so,14,2190,1898,612,551,0.6588005014299821
how,t,8,958,2480,268,604,0.6585358697205068
then,you,2,804,744,251,189,0.6514626251060592
their,then,10,3722,804,1370,251,0.6509253459917633
he,his,72,12202,1772,5215,673,0.6474028408932073
more,my,4,6462,186,1881,56,0.6468094225838373
them,then,4,1500,804,402,251,0.6434305873360721
about,only,70,7566,2792,2814,840,0.6425179775970887
are,too,28,9402,902,3215,254,0.6388682722126278
have,won,18,9602,568,3107,140,0.6384796336105873
i,why,2,2506,242,736,60,0.637722075015527
itself,out,4,436,2786,108,795,0.6362458478706958
so,ve,2,1898,320,551,75,0.6362259624760928
d,very,2,408,1494,211,428,0.6326233992919169
all,these,18,4328,1268,1294,457,0.6322707862727339
out,their,34,2786,3722,795,1370,0.6319379302131195
our,should,12,1460,2518,503,853,0.6274506907589964
have,no,162,9602,5170,3107,1495,0.627197687559557
and,both,312,50824,1884,25648,662,0.6256827801379427
has,y,4,13348,92,4864,73,0.6253398315787471
is,which,714,22924,9574,7668,3666,0.6240929280293104
he,him,10,12202,252,5215,72,0.6237568160981899
to,your,28,84420,102,36400,28,0.623628071825664
are,where,24,9402,786,3215,263,0.622375317705236
should,we,50,2518,6132,853,1599,0.6194825529970656
can,what,12,2190,1696,612,430,0.6171779818184402
again,this,22,724,9406,213,3516,0.6171039882173431
just,off,6,1162,1600,302,544,0.6160585541621629
after,an,166,4786,10756,2022,4557,0.615274511571154
before,or,54,2192,7648,766,3248,0.6141709467639028
about,or,186,7566,7648,2814,3248,0.6120834231948215
doing,it,34,362,29276,66,11104,0.6101489638924168
should,you,6,2518,744,853,189,0.608454151705852
we,your,2,6132,102,1599,28,0.6068538998521119
am,so,2,330,1898,99,551,0.6054543202337989
himself,not,2,38,16546,11,4389,0.6016171364005782
there,where,14,5608,786,1283,263,0.6001070867813533
