w1,w2,co_count,deg_w1,deg_w2,freq_w1,freq_w2,pmi
be,both,2,364,16,108,5,1.9359509278618938
only,their,2,134,44,36,19,1.9236640847232906
too,under,2,372,16,127,5,1.9142109427295093
those,were,2,38,160,12,39,1.8929335457229188
into,were,2,38,160,11,39,1.8929335457229188
should,we,10,122,256,29,67,1.865932989782369
because,same,2,72,88,15,23,1.8516905898956288
being,were,2,40,160,12,39,1.8416402546849826
about,most,2,232,28,72,6,1.826751643131764
an,into,2,172,38,59,11,1.820612888817173
some,these,2,160,42,59,14,1.792850093546154
than,were,2,42,160,12,39,1.792850093546154
his,o,2,94,72,38,54,1.7857326262071627
all,these,6,484,42,168,14,1.7845513245791471
as,as,14,218,218,61,61,1.7826135939324435
by,down,2,86,80,25,26,1.769319597545543
are,how,90,696,446,181,138,1.7666874539123476
it,through,2,1166,6,355,4,1.7525996933160701
don,i,2,2,3544,1,1224,1.7395350379253343
his,own,2,94,76,38,18,1.731665408104371
of,those,6,570,38,207,12,1.7210833302563608
an,having,2,172,42,59,11,1.7205294361952768
after,all,4,30,484,8,168,1.7155584467592098
no,such,4,432,34,181,9,1.70405462259858
as,such,2,218,34,61,9,1.6948379453169697
and,their,12,1012,44,357,19,1.6935795555812874
here,m,26,562,172,185,86,1.6916466049013426
being,too,4,40,372,12,127,1.691067427429588
an,has,6,172,130,59,42,1.68927692413101
her,into,2,198,38,72,11,1.6798403431193158
own,when,4,76,200,18,54,1.669790029558581
herself,the,2,4,1900,1,660,1.6697900078071664
themselves,to,2,4,1920,1,665,1.6593187084981398
each,up,2,16,482,4,161,1.6551606985695408
after,this,2,30,258,8,98,1.6515365684672132
they,were,12,292,160,84,39,1.6455254222740245
about,while,2,232,34,72,9,1.63259563975589
against,have,2,12,662,5,171,1.6255213306773604
of,our,4,570,28,207,9,1.6209998666651926
of,which,2,570,14,207,6,1.6209998461898212
my,until,2,674,12,259,5,1.6075567766149346
between,my,2,12,674,4,259,1.6075567766149346
can,yourself,2,412,20,107,4,1.5889379153406988
been,its,10,222,186,58,69,1.5867074265870251
had,into,2,222,38,50,11,1.5654299977940238
from,where,16,276,248,96,66,1.5513055026928038
o,then,2,72,120,54,41,1.5415356787345964
into,or,2,38,228,11,92,1.5387617519824606
as,being,2,218,40,61,12,1.5323190240621745
as,she,8,218,162,61,53,1.519896531672199
be,will,12,364,146,108,42,1.5166925514849012
its,very,2,186,48,69,20,1.5087458574323385
that,won,2,898,10,284,3,1.5029383810213663
a,such,12,1592,34,580,9,1.4983461499488195
in,once,10,1134,40,364,10,1.4927455446555198
down,there,6,80,342,26,121,1.4874684829925335
once,or,2,40,228,10,92,1.4874684599455166
each,of,2,16,570,4,207,1.4874684599455164
being,with,4,40,458,12,154,1.4830921027284945
about,being,2,232,40,72,12,1.4700767180036736
for,myself,4,582,32,189,10,1.4666343907883652
each,for,2,16,582,4,189,1.4666343739635306
been,these,2,222,42,58,14,1.4653465438353963
a,through,2,1592,6,580,4,1.4411877094013783
a,further,2,1592,6,580,1,1.4411877094013783
at,while,2,282,34,100,9,1.437425949639593
some,then,4,160,120,59,41,1.4361751839597667
do,these,6,686,42,181,14,1.4357586094700159
all,yourself,2,484,20,168,4,1.4278763653269952
those,we,2,38,256,12,67,1.4229299415992906
are,having,6,696,42,181,11,1.4212865770645982
are,which,2,696,14,181,6,1.4212865559243129
now,s,4,296,66,88,35,1.4188265459900173
here,y,2,562,18,185,5,1.383819939621317
and,d,2,1012,10,357,3,1.383424604585631
and,himself,2,1012,10,357,4,1.383424604585631
all,over,12,484,126,168,40,1.3790862281471818
any,more,6,242,126,129,35,1.379086223149999
only,own,2,134,76,36,18,1.3771204074427807
be,before,2,364,28,108,13,1.3763351698994721
any,by,4,242,86,129,25,1.3555557212086
few,for,6,54,582,12,189,1.348851362360285
from,into,2,276,38,96,11,1.3477065233957741
has,she,4,130,162,42,53,1.3437099581612941
again,then,2,88,120,27,41,1.340864991843849
s,some,2,66,160,35,59,1.3408649918438489
have,yours,2,662,16,171,4,1.3378392710438418
both,have,2,16,662,5,171,1.3378392710438418
any,their,2,242,44,129,19,1.332566189347925
had,very,2,222,48,50,20,1.3318151566714205
here,those,4,562,38,185,12,1.32975273449725
down,only,2,80,134,26,36,1.3258271150549998
a,few,16,1592,54,580,12,1.3234047028190656
having,we,2,42,256,11,67,1.3228464870299441
my,under,2,674,16,259,5,1.3198747167531977
an,over,4,172,126,59,40,1.3150643606304928
after,be,2,30,364,8,108,1.3073423010767873
again,more,2,88,126,27,35,1.2920748295111464
him,off,4,148,150,41,47,1.290993176982056
my,s,8,674,66,259,35,1.2891030791319311
same,the,30,88,1900,23,660,1.2867977972905411
after,too,2,30,372,8,127,1.2856023152425262
m,me,38,172,1240,86,428,1.279771419959672
all,doing,6,484,70,168,23,1.2737257088279759
been,have,26,222,662,58,171,1.2726999952413829
against,the,4,12,1900,5,660,1.264324930382722
between,the,4,12,1900,4,660,1.264324930382722
further,the,2,6,1900,1,660,1.2643249175636118
only,we,6,134,256,36,67,1.2612886133120886
before,out,2,28,410,13,111,1.257331882321625
before,your,2,28,410,13,142,1.257331882321625
our,out,2,28,410,9,111,1.257331882321625
because,were,2,72,160,15,39,1.2538536180684958
o,were,2,72,160,54,39,1.2538536180684958
by,only,2,86,134,25,36,1.2535064561262315
any,very,2,242,48,129,20,1.2455548155460074
other,the,24,74,1900,19,660,1.2369259669576709
them,then,2,98,120,28,41,1.2332343315873324
not,why,18,590,180,179,65,1.2298387644165454
does,same,2,136,88,38,23,1.2157018534276451
has,his,2,130,94,42,38,1.194864321618154
than,they,2,42,292,12,84,1.1912701339116754
its,s,2,186,66,69,35,1.1902921387561642
did,into,2,324,38,93,11,1.1873638790740921
m,o,2,172,72,86,54,1.18153295895564
this,very,2,258,48,98,20,1.1815329589556398
all,we,20,484,256,168,67,1.1810163171040424
having,now,2,42,296,11,88,1.1776644823047087
an,as,6,172,218,59,61,1.172316319150812
this,will,6,258,146,98,42,1.167739652173002
doing,why,2,70,180,23,65,1.164241462409412
too,while,2,372,34,127,9,1.1604391765823543
our,so,2,28,452,9,143,1.1598068654845834
our,with,2,28,458,9,154,1.1466198616242465
their,they,2,44,292,19,84,1.1447501197864232
has,her,4,130,198,42,72,1.1430392662156166
down,she,2,80,162,26,53,1.1360705863406722
again,him,2,88,148,27,41,1.1311444681590561
an,own,2,172,76,59,18,1.127465739416431
any,from,10,242,276,129,96,1.105792894064651
because,its,2,72,186,15,69,1.1032807645315035
more,no,8,126,432,35,181,1.0872804385484998
be,can,22,364,412,108,107,1.0854116315978863
do,yourself,2,686,20,181,4,1.079083656707998
as,over,4,218,126,61,40,1.0780637786206564
on,other,6,558,74,189,19,1.075881804166501
any,m,6,242,172,129,86,1.067873656860521
while,your,2,34,410,9,142,1.0631758741418857
can,while,2,412,34,107,9,1.0583096846325528
those,too,2,38,372,12,127,1.049213544861999
having,my,4,42,674,11,259,1.047941019605567
i,ma,2,3544,4,1224,2,1.0463878860979723
am,being,2,360,40,99,12,1.030710073825694
she,was,12,162,534,53,142,1.029460869593342
am,i,176,360,3544,99,1224,1.023915048682918
re,you,2,6,2418,1,686,1.023238059197556
are,they,28,696,292,181,84,1.0226474433135844
did,why,8,324,180,93,65,1.018287567560413
is,this,44,1244,258,380,98,1.0176891719115968
few,the,14,54,1900,12,660,1.0130105123925843
again,but,4,88,334,27,97,1.0103629418769993
off,them,2,150,98,47,28,1.0100907872002163
m,m,4,172,172,86,86,1.0038517957949382
an,m,4,172,172,59,86,1.0038517957949382
an,by,2,172,86,59,25,1.0038517870724175
be,should,6,364,122,108,29,1.0031309480741322
about,we,8,232,256,72,67,1.0000731182231406
is,very,8,1244,48,380,20,0.9946996501987501
at,some,6,282,160,100,59,0.9872249744169255
if,she,8,374,162,109,53,0.9801358018574741
does,how,8,136,446,38,138,0.9790140967558106
here,in,84,562,1134,185,364,0.9783548612875463
his,in,14,94,1134,38,364,0.974802457702511
his,she,2,94,162,38,53,0.9748024434253876
was,when,14,534,200,142,54,0.9728905187592792
such,that,4,34,898,9,284,0.9723101569309719
only,there,6,134,342,36,121,0.9716553237148133
me,too,60,1240,372,428,127,0.9651304458277061
by,why,2,86,180,25,65,0.9583894142194842
for,some,12,582,160,189,59,0.9558087811549759
no,o,4,432,72,181,54,0.9537490428344984
on,our,2,558,28,189,9,0.9491300890491963
can,into,2,412,38,107,11,0.947084052583084
some,them,2,160,98,59,28,0.9455522677944185
m,with,10,172,458,86,154,0.9407678259385589
does,it,20,136,1166,38,355,0.934289416372508
a,once,8,1592,40,580,10,0.9303621143125467
before,of,2,28,570,13,207,0.9278526911507472
because,been,2,72,222,15,58,0.9263500613045319
down,when,2,80,200,26,54,0.9253495609964308
but,very,2,334,48,97,20,0.9233515583845706
that,y,2,898,18,284,5,0.9151517362782725
and,yours,2,1012,16,357,4,0.9134209904330197
and,each,2,1012,16,357,4,0.9134209904330197
and,both,2,1012,16,357,5,0.9134209904330197
are,doing,6,696,70,181,23,0.9104609588721312
because,so,4,72,452,15,143,0.9084924518258112
it,which,2,1166,14,355,6,0.9053018661979267
once,your,2,40,410,10,142,0.9006569490269636
all,while,2,484,34,168,9,0.8972481315909779
here,same,6,562,88,185,23,0.8954671970084296
any,there,10,242,342,129,121,0.8913830238960478
a,with,88,1592,458,580,154,0.890267660654884
had,if,10,222,374,50,109,0.8881983078441764
there,will,6,342,146,121,42,0.8858885026878976
its,so,10,186,452,69,143,0.8757026336464743
not,or,16,590,228,179,92,0.8756669516435241
their,to,10,44,1920,19,665,0.8708613882752166
is,who,48,1244,328,380,106,0.8646465256713165
by,her,2,86,198,25,72,0.863079236807179
my,own,6,674,76,259,18,0.8603424104659503
if,me,54,374,1240,109,428,0.8544079870705905
from,here,18,276,562,96,185,0.8510154378050907
can,than,2,412,42,107,12,0.847000596503856
he,was,16,260,534,90,142,0.8440576476162206
me,most,4,1240,28,428,6,0.8437695826842095
me,which,2,1240,14,428,6,0.8437695759983409
is,than,6,1244,42,380,12,0.8405489702379377
is,which,2,1244,14,380,6,0.8405489613737415
does,that,14,136,898,38,284,0.8387787707079195
his,on,6,94,558,38,189,0.8366521171994358
a,had,40,1592,222,580,50,0.8260021022138754
most,the,6,28,1900,6,660,0.8224921866301983
this,what,20,258,690,98,201,0.8186274867866237
but,not,22,334,590,97,179,0.8123253193567384
of,out,26,570,410,207,111,0.8088494135523485
a,while,6,1592,34,580,9,0.8051989710707076
where,will,4,248,146,66,42,0.8018053840672883
can,their,2,412,44,107,19,0.8004805819389026
no,than,2,432,42,181,12,0.7995983586990251
was,while,2,534,34,142,9,0.7989372016649852
doing,he,2,70,260,23,90,0.7965166922306908
if,they,12,374,292,109,84,0.7964434450817937
on,them,6,558,98,189,28,0.7949794211158248
myself,of,2,32,570,10,207,0.7943213017163337
any,or,6,242,228,129,92,0.786022507122998
any,own,2,242,76,129,18,0.7860224990861904
all,those,2,484,38,168,12,0.7860224990861904
all,into,2,484,38,168,11,0.7860224990861904
more,they,4,126,292,35,84,0.7858050428994071
over,will,2,126,146,40,42,0.785805036874209
because,we,2,72,256,15,67,0.7838500020816505
off,where,4,150,248,47,66,0.7747767119793494
of,them,6,570,98,207,28,0.7737020228253499
both,it,2,16,1166,5,355,0.7717704766923787
after,is,4,30,1244,8,380,0.7715560973145138
doing,was,4,70,534,23,142,0.7699496712837588
on,while,2,558,34,189,9,0.7549740792087754
so,than,2,452,42,143,12,0.754341768104219
down,the,16,80,1900,26,660,0.7534993180175252
the,won,2,1900,10,660,3,0.753499308089309
a,or,38,1592,228,580,92,0.7480405608010472
a,between,2,1592,12,580,4,0.7480405501622617
as,same,2,218,88,61,23,0.7438616891762057
to,yourself,4,1920,20,665,4,0.7430280140069341
because,was,4,72,534,15,142,0.7417787946197445
in,while,4,1134,34,364,9,0.7389737437218106
most,what,2,28,690,6,201,0.7367974588264508
doing,from,2,70,276,23,96,0.7367974588264505
ll,you,2,8,2418,2,686,0.7355559937645426
any,some,4,242,160,129,59,0.7347292112799009
she,then,2,162,120,53,41,0.730605488708668
not,s,4,590,66,179,35,0.7290634738036553
only,they,4,134,292,36,84,0.7242471505609108
them,when,2,98,200,28,54,0.7224087216755289
doing,here,4,70,562,23,185,0.718843660893151
me,yours,2,1240,16,428,4,0.7102381863066605
is,yours,2,1244,16,380,4,0.7070175716726305
about,this,6,232,258,72,98,0.7046089062233845
about,by,2,232,86,72,25,0.7046088993409505
are,you,168,696,2418,181,686,0.7004646847966798
up,with,22,482,458,161,154,0.6987755512902856
because,on,4,72,558,15,189,0.6978156716542785
does,him,2,136,148,38,41,0.6958264079391074
their,with,2,44,458,19,154,0.6946347494309288
more,some,2,126,160,35,59,0.6942378452860906
he,is,32,260,1244,90,380,0.6915133948809197
and,yourself,2,1012,20,357,4,0.6902774441498514
her,out,8,198,410,72,111,0.6875637458167639
am,at,10,360,282,99,100,0.6871203856363037
at,because,2,282,72,100,15,0.6871203776605175
did,what,22,324,690,93,201,0.6861537360945781
so,why,8,452,180,143,65,0.6853489054983116
myself,to,6,32,1920,10,665,0.6784894951651966
we,were,4,256,160,67,39,0.6784894935323073
some,we,4,160,256,59,67,0.6784894935323073
off,your,6,150,410,47,142,0.6775134091986088
is,where,30,1244,248,380,66,0.6742277585750053
down,this,2,80,258,26,98,0.6707073483457574
on,your,22,558,410,189,142,0.6630727274401187
at,now,8,282,296,100,88,0.6597214110852483
it,y,2,1166,18,355,5,0.6539874434618642
because,they,2,72,292,15,84,0.6522736470173608
did,he,8,324,260,93,90,0.6505627895840518
at,off,4,282,150,100,47,0.6462983885263436
on,own,4,558,76,189,18,0.6437484509175933
and,these,4,1012,42,357,14,0.6414872854761491
and,having,4,1012,42,357,11,0.6414872854761491
down,was,4,80,534,26,142,0.6364182800213052
at,or,6,282,228,100,92,0.6330531633886731
only,were,2,134,160,36,39,0.6326799534928675
if,m,6,374,172,109,86,0.6325555890563938
were,you,36,160,2418,39,686,0.6301954885798151
for,other,4,582,74,189,19,0.6283052127968148
did,when,6,324,200,93,54,0.6252449809901331
are,there,22,696,342,181,121,0.6234284521919591
of,own,4,570,76,207,18,0.6224710526725112
an,more,2,172,126,59,35,0.6219171851160474
so,very,2,452,48,143,20,0.6208103781616466
only,she,2,134,162,36,53,0.6202574337288512
over,the,22,126,1900,40,660,0.6176977774927522
doing,is,8,70,1244,23,380,0.6174054212011172
again,where,2,88,248,27,66,0.6149280083686894
just,some,6,410,160,128,59,0.6129748884749737
all,does,6,484,136,168,38,0.6095660709755999
very,with,2,48,458,20,154,0.6076233741256359
down,from,2,80,276,26,96,0.6032660688372354
him,that,12,148,898,41,284,0.6000707033632763
now,off,4,296,150,88,47,0.5978460055958297
a,having,6,1592,42,580,11,0.5938898788368336
its,then,2,186,120,69,41,0.5924551529313762
being,on,2,40,558,12,189,0.5924551529313762
or,them,2,228,98,92,28,0.5913804618212121
he,this,6,260,258,90,98,0.5906646476070004
into,not,2,38,590,11,179,0.5879848728818677
here,once,2,562,40,185,10,0.5853122655488807
off,off,2,150,150,47,47,0.5844229813801025
in,this,26,1134,258,364,98,0.5841768652206912
her,or,4,198,228,72,92,0.5812280945183582
s,there,2,66,342,35,121,0.5812280905413273
his,up,4,94,482,38,161,0.5776018578793887
any,here,12,242,562,129,185,0.5770134694490688
over,why,2,126,180,40,65,0.5764548118745986
more,why,2,126,180,35,65,0.5764548118745986
again,this,2,88,258,27,98,0.5753971703354472
the,until,2,1900,12,660,5,0.5711777548682765
of,once,2,570,40,207,10,0.5711777548682765
about,what,14,232,690,72,201,0.5681747562792543
against,to,2,12,1920,5,665,0.5607064551870709
of,the,94,570,1900,207,660,0.5605956531499554
on,the,92,558,1900,189,660,0.560366846372856
its,where,4,186,248,69,66,0.5596653344816188
if,its,6,374,186,109,69,0.5543033926332339
am,so,14,360,452,99,143,0.5518175142957639
can,so,16,412,452,107,143,0.5504295891566512
be,we,8,364,256,108,67,0.549656624739694
at,where,6,282,248,100,66,0.5489700466890161
his,where,2,94,248,38,66,0.548970041768182
do,while,2,686,34,181,9,0.5484554178701108
any,up,10,242,482,129,161,0.5482496483374991
were,will,2,160,146,39,42,0.5469131332969066
down,they,2,80,292,26,84,0.5469131332969066
out,there,12,410,342,111,121,0.5464851488285344
but,doing,2,334,70,97,23,0.5460573352279262
on,than,2,558,42,189,12,0.5436649896309343
on,these,2,558,42,189,14,0.5436649896309343
with,your,16,458,410,154,142,0.5421087745439944
all,they,12,484,292,168,84,0.5386143366273529
here,these,2,562,42,185,14,0.5365221022422539
them,up,4,98,482,28,161,0.5359291618457539
by,from,2,86,276,25,96,0.53094540854462
her,then,2,198,120,72,41,0.52993479705603
about,just,8,232,410,72,128,0.5290934055802988
more,of,6,126,570,35,207,0.522387596164817
of,these,2,570,42,207,14,0.5223875915495401
having,of,2,42,570,11,207,0.5223875915495401
had,no,8,222,432,50,181,0.520884966863578
are,from,16,696,276,181,96,0.5193845923536983
his,we,2,94,256,38,67,0.5172213439996095
into,the,6,38,1900,11,660,0.5171105390938221
few,how,2,54,446,12,138,0.5163905721788934
her,should,2,198,122,72,29,0.5134054953858489
his,this,2,94,258,38,98,0.5094392036887658
he,if,8,260,374,90,109,0.5070505086082598
he,his,2,260,94,90,38,0.501717157724048
for,these,2,582,42,189,14,0.5015535049975006
on,their,2,558,44,189,19,0.4971449747860328
in,my,62,1134,674,364,259,0.4929441866621654
been,on,10,222,558,58,189,0.4880951444950579
having,not,2,42,590,11,179,0.4879014160551138
me,yourself,2,1240,20,428,4,0.48709463909842954
at,same,2,282,88,100,23,0.48644968584577225
am,from,8,360,276,99,96,0.48548303996038705
o,what,4,72,690,54,201,0.4854830383837701
can,you,80,412,2418,107,686,0.4828536510175062
in,s,6,1134,66,364,35,0.4811446378599116
her,over,2,198,126,72,40,0.4811446337029223
be,to,56,364,1920,108,665,0.48066375487863994
an,for,8,172,582,59,189,0.4780230126132697
is,there,34,1244,342,380,121,0.4780089109151192
in,the,172,1134,1900,364,660,0.47692522432399154
my,on,30,674,558,259,189,0.4761547049827301
how,you,86,446,2418,138,686,0.4758787099401628
them,we,2,98,256,28,67,0.4755486482899087
his,was,4,94,534,38,142,0.4751501338452124
here,only,6,562,134,185,36,0.47496421436296316
an,will,2,172,146,59,42,0.47459247293377
by,they,2,86,292,25,84,0.47459247293377
most,that,2,28,898,6,284,0.4733189929987984
we,what,14,256,690,67,201,0.46973468370454263
my,off,8,674,150,259,47,0.46812253218968297
them,this,2,98,258,28,98,0.4677665079737093
do,him,8,686,148,181,41,0.46389803572522936
but,own,2,334,76,97,18,0.4638192383663307
by,now,2,86,296,25,88,0.46098682109717865
a,under,2,1592,16,580,5,0.4603584830406879
we,when,4,256,200,67,54,0.455345944206931
into,my,2,38,674,11,259,0.4548773011335122
very,was,2,48,534,20,142,0.45409672191652845
all,were,6,484,160,168,39,0.4470471424060118
in,out,36,1134,410,364,111,0.446401691179089
him,to,22,148,1920,41,665,0.4462961110808177
no,then,4,432,120,181,41,0.4429234243065879
not,same,4,590,88,179,23,0.4413814039668792
or,or,4,228,228,92,92,0.44014949744562754
he,when,4,260,200,90,54,0.4398417577933554
doing,too,2,70,372,23,127,0.4383044757110887
having,is,4,42,1244,11,380,0.43508386381160674
be,because,2,364,72,108,15,0.4318735854810667
at,its,4,282,186,100,69,0.4311870107731048
did,she,4,324,162,93,53,0.43050090440503197
she,she,2,162,162,53,53,0.4305009016904131
a,s,8,1592,66,580,35,0.4295868289197917
can,we,8,412,256,107,67,0.4257871435361583
all,who,12,484,328,168,106,0.4223545308278125
any,who,6,242,328,129,106,0.42235452994392625
have,some,8,662,160,171,59,0.4215485662107461
but,some,4,334,160,97,59,0.4125259473574602
but,down,2,334,80,97,26,0.41252594478108295
does,not,6,136,590,38,179,0.411528441904193
did,where,6,324,248,93,66,0.4101336025897741
his,of,4,94,570,38,207,0.4099096124893031
only,when,2,134,200,36,54,0.4095364059782206
have,should,6,662,122,171,29,0.4050192639026799
be,him,4,364,148,108,41,0.4044746142282516
after,that,2,30,898,8,284,0.40432612259179496
and,some,12,1012,160,357,59,0.4025953808975491
off,why,2,150,180,47,65,0.4021014276032821
did,you,58,324,2418,93,686,0.4015498604318828
from,them,2,276,98,96,28,0.4003252282287976
s,your,2,66,410,35,142,0.39988167089841853
out,s,2,410,66,111,35,0.39988167089841853
had,i,58,222,3544,50,1224,0.3973007138039037
by,the,12,86,1900,25,660,0.3934965845935319
at,for,12,282,582,100,189,0.3890755273430161
or,then,2,228,120,92,41,0.3888562010517571
but,your,10,334,410,97,142,0.3878333363872747
do,then,6,686,120,181,41,0.3859364941603405
do,once,2,686,40,181,10,0.38593649099182525
been,too,6,222,372,58,127,0.3827346285386627
him,on,6,148,558,41,189,0.3827346285386625
its,now,4,186,296,69,88,0.38273462775444267
him,its,2,148,186,41,69,0.3827346254017822
at,them,2,282,98,100,28,0.378819023328236
be,own,2,364,76,108,18,0.3778063650287674
if,other,2,374,74,109,19,0.37737268233952154
any,with,8,242,458,129,154,0.3761810272812714
up,what,24,482,690,161,201,0.375964515346724
in,them,8,1134,98,364,28,0.37351397460366154
his,now,2,94,296,38,88,0.37203933644244197
about,then,2,232,120,72,41,0.3714644585965633
do,what,34,686,690,181,201,0.3713376960565251
does,your,4,136,410,38,142,0.3700287104507045
as,we,4,218,256,61,67,0.3691682486227412
for,very,2,582,48,189,20,0.36802211445586724
is,my,60,1244,674,380,259,0.36757357488572
been,over,2,222,126,58,40,0.3667342842902033
because,it,6,72,1166,15,355,0.3663053788379645
just,your,12,410,410,128,142,0.36513872667456004
should,what,6,122,690,29,201,0.36359322245303677
have,we,12,662,256,171,67,0.35701004567431266
there,where,6,342,248,121,66,0.3560663815862936
or,too,6,228,372,92,127,0.3560663815862936
my,than,2,674,42,259,12,0.3547938440911216
and,before,2,1012,28,357,13,0.35380521327840014
i,myself,8,3544,32,1224,10,0.35324072311078875
i,ll,2,3544,8,1224,2,0.35324071990431943
had,we,4,222,256,50,67,0.35098592967105474
been,we,4,222,256,58,67,0.35098592967105474
again,did,2,88,324,27,93,0.3476132431192098
any,not,10,242,590,129,179,0.3460712261275357
them,they,2,98,292,28,84,0.3439722925028111
been,this,4,222,258,58,98,0.34320378928455747
a,y,2,1592,18,580,5,0.3425754491610403
not,they,12,590,292,179,84,0.34057670696201
are,where,12,696,248,181,66,0.3386746396351477
were,why,2,160,180,39,65,0.3375629074085653
do,having,2,686,42,181,11,0.3371463275292395
over,with,4,126,458,40,154,0.33568966506602754
but,no,10,334,432,97,181,0.3355649079929916
than,what,2,42,690,12,201,0.3313323577457728
by,my,4,86,674,25,259,0.33126334899704835
any,then,2,242,120,129,41,0.329264104710753
are,these,2,696,42,181,14,0.3226742951238217
her,him,2,198,148,72,41,0.3202142693171949
should,up,4,122,482,29,161,0.3168755974793851
by,there,2,86,342,25,121,0.3165355405107712
how,s,2,446,66,138,35,0.31571987979168536
be,she,4,364,162,108,53,0.31409055341338116
o,your,2,72,410,54,142,0.3128702951631404
because,out,2,72,410,15,111,0.3128702951631404
because,just,2,72,410,15,128,0.3128702951631404
just,o,2,410,72,128,54,0.3128702951631404
and,they,20,1012,292,357,84,0.3118410180935049
an,an,2,172,172,59,59,0.31070462028049295
it,was,42,1166,534,355,142,0.30848580926356683
again,my,4,88,674,27,259,0.308273830932054
because,can,2,72,412,15,107,0.30800410557894764
and,same,6,1012,88,357,23,0.3072852007169041
are,we,12,696,256,181,67,0.30692594139430984
her,off,2,198,150,72,47,0.3067912491703818
been,only,2,222,134,58,36,0.3051763921601107
on,some,6,558,160,189,59,0.3047730874388589
on,were,6,558,160,189,39,0.3047730874388589
about,that,14,232,898,72,284,0.30469628615771654
did,from,6,324,276,93,96,0.3031614835518639
for,your,16,582,410,189,142,0.30250751138888576
if,were,4,374,160,109,39,0.29941114373480254
all,its,6,484,186,168,69,0.2964742846618679
again,there,2,88,342,27,121,0.2935460226008119
same,there,2,88,342,23,121,0.2935460226008119
again,do,4,88,686,27,181,0.29062631423860374
been,does,2,222,136,58,38,0.2903613065763247
other,your,2,74,410,19,142,0.2854713213479414
just,other,2,410,74,128,19,0.2854713213479414
am,not,14,360,590,99,179,0.2853771578137132
