w1,w2,co_count,deg_w1,deg_w2,freq_w1,freq_w2,pmi
our,over,6,276,1110,94,337,1.454388419722269
by,y,4,1002,204,419,59,1.4535661365475918
ma,where,4,134,1528,34,345,1.4518846427521208
each,their,2,246,418,73,140,1.4474790866699674
its,until,2,396,260,133,88,1.446196213453044
once,own,2,326,316,89,79,1.4456524610218053
once,only,8,326,1266,89,366,1.4440716992244875
herself,she,4,60,3440,13,866,1.4438681017039567
are,those,40,4250,488,1228,161,1.4390349988653963
aren,which,2,236,442,58,134,1.4331503746370369
did,why,46,1392,1724,347,400,1.432887319310219
after,each,6,1292,246,622,73,1.417626365102554
few,for,22,252,4638,63,1908,1.4147200471762877
on,theirs,2,7608,14,3281,4,1.4122791373647843
herself,or,2,60,1784,13,740,1.407334198056902
both,those,2,220,488,61,161,1.4043491225444815
off,them,26,1120,1250,355,331,1.401258947806594
an,himself,2,1586,68,589,20,1.399813969393707
has,once,8,1324,326,431,89,1.399276570505254
below,then,2,64,1688,21,436,1.3981093190039173
here,over,28,1366,1110,354,337,1.3955923821259684
most,which,2,246,442,73,134,1.391650662357926
under,which,2,248,442,109,134,1.3835534556705675
am,y,4,1076,204,246,59,1.382313693553
doing,myself,2,444,248,91,59,1.3790387772803072
each,into,4,246,896,73,334,1.3781674801126778
these,which,4,500,442,165,134,1.375521449093147
he,himself,6,4914,68,1219,20,1.3675533344654707
any,aren,4,944,236,265,58,1.3674814601539185
all,herself,4,3720,60,1006,13,1.365615922235628
over,there,62,1110,3136,337,723,1.3594609291674036
be,nor,2,5112,22,1318,10,1.3579036455403757
after,having,8,1292,352,622,85,1.3470088340679605
below,or,2,64,1784,21,740,1.3427957048294177
if,were,78,3926,1138,1112,265,1.3394500593755854
should,yours,2,1922,60,681,14,1.3328259537298197
his,through,8,1374,336,470,130,1.3319940628294409
has,who,32,1324,1400,431,404,1.3282408618485406
again,doing,4,526,444,166,91,1.320313666040328
again,o,2,526,222,166,74,1.3203135160262416
at,same,30,2856,616,966,150,1.3159183048914607
ours,so,2,22,5346,4,1381,1.313145763502639
are,doing,32,4250,444,1228,91,1.3103822900545994
off,own,6,1120,316,355,79,1.3100784228365423
any,have,100,944,6276,265,1410,1.3057011302123618
nor,what,2,22,5396,10,1362,1.3038364466397994
am,o,4,1076,222,246,74,1.2977563231814304
about,how,66,2222,1786,657,461,1.2909032317626443
most,of,34,246,8360,73,3186,1.2849604958972292
those,under,2,488,248,161,109,1.2845479729998046
doing,here,10,444,1366,91,354,1.2822636635865257
her,herself,2,2028,60,560,13,1.2791422002140767
been,have,118,1144,6276,237,1410,1.2790555639726975
i,m,2426,29146,5098,7925,1179,1.2724677733472127
most,these,2,246,500,73,165,1.2683524970084668
same,the,226,616,22598,150,7909,1.2668165776076568
aren,there,12,236,3136,58,723,1.2655166470297747
all,these,30,3720,500,1006,165,1.260255547666104
myself,these,2,248,500,59,165,1.260255289909858
does,yours,2,2068,60,769,14,1.2596103368951503
by,under,4,1002,248,419,109,1.2582574257155874
by,myself,4,1002,248,419,59,1.2582574257155874
into,their,6,896,418,334,140,1.253482762644363
both,were,4,220,1138,61,265,1.2507842939188936
during,some,2,84,1492,46,542,1.249602558974669
during,now,2,84,1518,46,407,1.2323263883153202
and,between,54,13086,264,4516,91,1.2288819283053198
her,own,10,2028,316,560,79,1.2271826920751658
any,more,20,944,1374,265,392,1.2152698388096435
hasn,she,4,76,3440,14,866,1.207479372395277
during,up,4,84,3128,46,971,1.2024735634534784
were,weren,2,1138,116,265,21,1.197674352088963
will,yours,2,2210,60,697,14,1.1931998027643145
are,these,32,4250,500,1228,165,1.1915987569017255
mustn,you,2,6,22200,1,5812,1.1886851240335814
an,during,2,1586,84,589,46,1.1885049601485478
has,no,92,1324,4642,431,1539,1.185620478421239
between,her,8,264,2028,91,560,1.1838322419756606
from,other,38,2384,1072,1026,303,1.1789150070647174
itself,more,2,98,1374,31,392,1.177843213538837
but,hasn,6,5324,76,1447,14,1.1761910978356458
over,those,8,1110,488,337,161,1.1721560107099183
of,those,60,8360,488,3186,161,1.1679606723219775
each,over,4,246,1110,73,337,1.1639926405907355
had,once,8,1676,326,367,89,1.163524049219149
of,out,328,8360,2682,3186,718,1.1626270671029533
his,into,18,1374,896,470,334,1.1620950755627606
be,will,164,5112,2210,1318,697,1.1549178644616362
has,she,66,1324,3440,431,866,1.153160478084166
just,yours,4,4608,60,1033,14,1.1515457083970182
am,i,452,1076,29146,246,7925,1.1477487070808765
an,having,8,1586,352,589,85,1.1419851356991877
all,those,26,3720,488,1006,161,1.141447397083725
do,how,110,4306,1786,1034,461,1.1401271523082834
their,through,2,418,336,140,130,1.135699587153395
above,at,6,148,2856,45,966,1.1325150254619751
is,which,58,9246,442,3024,134,1.13233204609819
below,will,2,64,2210,21,697,1.1286613041568787
into,yourself,2,896,158,334,45,1.127756736332014
at,these,20,2856,500,966,165,1.1190920592350668
above,as,4,148,1930,45,713,1.118951922876015
can,t,1108,4810,16538,1204,3547,1.1135886916262332
above,your,6,148,2914,45,984,1.1124103644171468
against,up,4,92,3128,26,971,1.111501801066915
a,such,72,17864,290,6199,66,1.1113876264298028
any,other,14,944,1072,265,303,1.1067950203254335
be,ll,118,5112,1670,1318,370,1.1059049493556798
and,then,304,13086,1688,4516,436,1.1015750194803628
above,the,46,148,22598,45,7909,1.100957657521066
again,over,8,526,1110,166,337,1.097170210200389
has,which,8,1324,442,431,134,1.0948640988584082
itself,when,6,98,4486,31,1833,1.0932204332923212
did,what,102,1392,5396,347,1362,1.088207980946412
below,for,4,64,4638,21,1908,1.0805178836735636
he,was,334,4914,5058,1219,1221,1.0777162415015988
doing,through,2,444,336,91,130,1.0753564771756898
is,this,630,9246,5094,3024,1491,1.073100088734658
other,while,10,1072,704,303,241,1.0636705838355878
again,such,2,526,290,166,66,1.053110070902145
both,they,10,220,3482,61,879,1.0487406158824824
both,of,24,220,8360,61,3186,1.0483577911414672
an,such,6,1586,290,589,66,1.0480533066694178
most,them,4,246,1250,73,331,1.0452091242066928
all,under,12,3720,248,1006,109,1.0451441528673626
his,off,20,1374,1120,470,355,1.0443120464571343
did,how,32,1392,1786,347,461,1.0346505181788759
are,both,12,4250,220,1228,61,1.031750038718066
because,they,66,1482,3482,301,879,1.028290039996388
any,these,6,944,500,265,165,1.0221703699324478
ve,we,54,1124,3784,276,943,1.0209433088535647
for,himself,4,4638,68,1908,20,1.0198932713296973
by,own,4,1002,316,419,79,1.0159439996869344
by,yourself,2,1002,158,419,45,1.0159439033812225
having,wasn,2,352,450,85,82,1.0154134598506501
against,the,26,92,22598,26,7909,1.0058364907250485
after,under,4,1292,248,622,109,1.0040640661939555
during,should,2,84,1922,46,681,0.996353835536669
her,she,86,2028,3440,560,866,0.9914604069699773
weren,who,2,116,1400,21,404,0.9904745189360896
re,you,1038,3798,22200,830,5812,0.9901188342414411
in,itself,12,9966,98,4293,31,0.9881497916580476
each,for,14,246,4638,73,1908,0.9868324796935457
it,s,2134,13838,12568,3385,3320,0.9868157717995897
below,this,4,64,5094,21,1491,0.9867377603649015
hadn,i,10,28,29146,6,7925,0.9854528151208438
be,below,4,5112,64,1318,21,0.9832104203631952
are,there,162,4250,3136,1228,723,0.9773639197112702
its,their,2,396,418,133,140,0.9713965874286388
any,having,4,944,352,265,85,0.9676821602878284
further,not,2,18,9248,8,2665,0.9657578840232733
hasn,my,4,76,4406,14,1558,0.959983635485995
most,the,66,246,22598,73,7909,0.9538517451434819
above,been,2,148,1144,45,237,0.9487937919578731
had,she,68,1676,3440,367,866,0.9472608987955361
but,very,72,5324,1150,1447,540,0.9443139434776779
because,why,30,1482,1724,301,400,0.9427923432660857
him,his,26,1612,1374,416,470,0.94252935910483
all,at,124,3720,2856,1006,966,0.9367705222469218
of,the,2204,8360,22598,3186,7909,0.9363440083755439
myself,won,2,248,692,59,179,0.9352775396692987
no,no,250,4642,4642,1539,1539,0.9308049729542234
no,there,168,4642,3136,1539,723,0.9255052392208869
been,had,22,1144,1676,237,367,0.9197362154885654
will,yourself,4,2210,158,697,45,0.9180966814516226
itself,or,2,98,1784,31,740,0.9167114547648993
its,which,2,396,442,133,134,0.9155681535556529
just,themselves,2,4608,38,1033,9,0.9151568848980102
over,yourself,2,1110,158,337,45,0.9135819200963724
be,d,74,5112,1270,1318,313,0.9130921433905178
down,his,18,1150,1374,373,470,0.9125182757560752
having,these,2,352,500,85,165,0.9100529743695518
for,themselves,2,4638,38,1908,9,0.90866757122398
off,yourself,2,1120,158,355,45,0.9046132525471003
against,as,2,92,1930,26,713,0.9012283918279993
here,until,4,1366,260,354,88,0.9011158401490411
did,you,348,1392,22200,347,5812,0.9010033002056853
hers,you,2,8,22200,2,5812,0.9010031412963959
all,through,14,3720,336,1006,130,0.8956124298635232
her,her,46,2028,2028,560,560,0.894175890302029
haven,we,14,332,3784,62,943,0.8905306381995093
isn,that,74,640,10380,138,2792,0.8901059859942368
has,he,72,1324,4914,431,1219,0.8835550552321275
down,yourself,2,1150,158,373,45,0.8781800025254802
of,these,46,8360,500,3186,165,0.877964815410128
again,won,4,526,692,166,179,0.876552346205582
for,some,76,4638,1492,1908,542,0.8759672677807712
are,we,176,4250,3784,1228,943,0.8724180313223814
before,him,8,454,1612,136,416,0.8712586126913713
couldn,he,10,188,4914,41,1219,0.8614447773097142
above,them,2,148,1250,45,331,0.8601811575418925
during,my,4,84,4406,46,1558,0.8599001905240378
those,were,6,488,1138,161,265,0.85956162915911
during,will,2,84,2210,46,697,0.8567276691380091
ll,we,68,1670,3784,370,943,0.8555370953490663
an,while,12,1586,704,589,241,0.854303096948367
same,with,34,616,5138,150,1943,0.8538396048450314
against,her,2,92,2028,26,560,0.8516983220247496
by,off,12,1002,1120,419,355,0.8492146095845405
herself,up,2,60,3128,13,971,0.8457986014045936
there,were,38,3136,1138,723,265,0.8450003860338183
at,its,12,2856,396,966,133,0.841460321133539
more,or,26,1374,1784,392,740,0.8411469711121479
for,once,16,4638,326,1908,89,0.8387980352126193
she,was,184,3440,5058,866,1221,0.8381278085571467
i,ve,346,29146,1124,7925,276,0.836862012787738
these,were,6,500,1138,165,265,0.8352689386558098
before,their,2,454,418,136,140,0.8347136375334155
its,should,8,396,1922,133,681,0.8320509355258345
his,over,16,1374,1110,470,337,0.8301371675787514
its,than,4,396,964,133,309,0.828934014802692
any,y,2,944,204,265,59,0.8200461117773106
hasn,this,4,76,5094,14,1491,0.8148875265885162
themselves,this,2,38,5094,9,1491,0.8148874577783898
do,you,986,4306,22200,1034,5812,0.8131893386441554
at,himself,2,2856,68,966,20,0.8116072452172727
being,through,2,578,336,162,130,0.8116072452172727
have,should,124,6276,1922,1410,681,0.8098170901268354
ma,your,4,134,2914,34,984,0.8063177367617633
their,with,22,418,5138,140,1943,0.8062870609495362
about,having,8,2222,352,657,85,0.804792592201659
between,some,4,264,1492,91,542,0.7976176406182018
be,by,52,5112,1002,1318,419,0.7972896658563313
between,when,12,264,4486,91,1833,0.7953860395241449
having,ve,4,352,1124,85,276,0.7931593190163222
them,they,44,1250,3482,331,879,0.793073907385004
s,that,1318,12568,10380,3320,2792,0.7924706083110881
o,or,4,222,1784,74,740,0.7921488301778414
has,this,68,1324,5094,431,1491,0.7904215393721297
herself,in,6,60,9966,13,4293,0.7856255147693951
the,through,76,22598,336,7909,130,0.7831507212398447
down,up,36,1150,3128,373,971,0.782997838323122
re,yourself,6,3798,158,830,45,0.7820797317165901
too,yourself,2,1266,158,401,45,0.7820796452830754
himself,to,12,68,17658,20,6325,0.7815999356655862
do,what,232,4306,5396,1034,1362,0.7807047054040086
before,which,2,454,442,136,134,0.778885201657264
having,with,18,352,5138,85,1943,0.7774666204493526
been,having,4,1144,352,237,85,0.7755221796423538
his,with,70,1374,5138,470,1943,0.7737398180541442
they,weren,4,3482,116,879,21,0.7724872161054057
before,or,8,454,1784,136,740,0.7698762289150837
against,my,4,92,4406,26,1558,0.768928423548984
are,where,64,4250,1528,1228,345,0.7676390778747331
above,his,2,148,1374,45,470,0.7655985383739058
above,more,2,148,1374,45,392,0.7655985383739058
and,very,148,13086,1150,4516,540,0.7655420453825675
isn,this,32,640,5094,138,1491,0.7635942931815124
s,she,424,12568,3440,3320,866,0.7627427544435835
after,yourself,2,1292,158,622,45,0.7617505684535679
themselves,what,2,38,5396,9,1362,0.7572929098105202
aren,they,8,236,3482,58,879,0.7553928155912484
below,the,14,64,22598,21,7909,0.7497027731570071
ma,no,6,134,4642,34,1539,0.7461642721405909
both,we,8,220,3784,61,943,0.7424222651704662
he,s,592,4914,12568,1219,3320,0.7398991315672593
herself,they,2,60,3482,13,879,0.7385856086347492
their,these,2,418,500,140,165,0.7382027603256133
myself,then,4,248,1688,59,436,0.7367111103780137
having,or,6,352,1784,85,740,0.7366601709147187
don,themselves,2,5526,38,1241,9,0.7334866271388913
hasn,it,10,76,13838,14,3385,0.7318232491659609
each,with,12,246,5138,73,1943,0.7303011466916672
doing,re,16,444,3798,91,830,0.7296794838584708
into,the,192,896,22598,334,7909,0.7290835021661187
during,the,18,84,22598,46,7909,0.7290834903530786
be,to,854,5112,17658,1318,6325,0.7267862101006429
after,down,14,1292,1150,622,373,0.7227386374652971
myself,with,12,248,5138,59,1943,0.7222039367640315
any,wasn,4,944,450,265,82,0.722065784449101
did,where,20,1392,1528,347,345,0.7206656814960607
himself,up,2,68,3128,20,971,0.720635488413942
any,of,74,944,8360,265,3186,0.717870447982023
my,off,46,4406,1120,1558,355,0.7119801300085771
isn,through,2,640,336,138,130,0.7097129613795394
itself,will,2,98,2210,31,697,0.7025770260946491
doing,those,2,444,488,91,161,0.7021523310853592
have,shouldn,12,6276,208,1410,46,0.6980256679407234
did,she,44,1392,3440,347,866,0.6976112677475784
their,up,12,418,3128,140,971,0.6964213273637053
is,there,266,9246,3136,3024,723,0.6959918520411198
ma,me,6,134,4882,34,1331,0.6957546117997981
doing,he,20,444,4914,91,1219,0.6952093771684067
an,as,28,1586,1930,589,713,0.6931040483783649
in,its,36,9966,396,4293,133,0.6903153724260133
because,doing,6,1482,444,301,91,0.6899322948395448
most,or,4,246,1784,73,740,0.689494687892617
its,over,4,396,1110,133,337,0.6879100315765341
again,their,2,526,418,166,140,0.6875096573150461
more,no,58,1374,4642,392,1539,0.6872061773093794
are,who,54,4250,1400,1228,404,0.6852274951620952
did,he,62,1392,4914,347,1219,0.6839392177124198
by,which,4,1002,442,419,134,0.6803763742310556
not,will,184,9248,2210,2665,697,0.6771706011389743
his,on,94,1374,7608,470,3281,0.6760029331201795
from,the,484,2384,22598,1026,7909,0.675078422431156
am,shouldn,2,1076,208,246,46,0.6697484859817069
his,once,4,1374,326,470,89,0.6690606850189669
out,their,10,2682,418,718,140,0.6679308059577984
no,such,12,4642,290,1539,66,0.6672703527890845
do,why,66,4306,1724,1034,400,0.6646328398566158
having,isn,2,352,640,85,138,0.6631929558484626
about,y,4,2222,204,657,59,0.6571565763869862
are,you,832,4250,22200,1228,5812,0.6564558409030283
we,yours,2,3784,60,943,14,0.655410817051215
its,very,4,396,1150,133,540,0.6525081083080526
o,with,10,222,5138,74,1943,0.6506337435132331
does,which,8,2068,442,769,134,0.648939629112981
all,each,8,3720,246,1006,73,0.6477762636802458
being,its,2,578,396,162,133,0.6473042312180504
he,wouldn,18,4914,420,1219,81,0.6454187126281087
him,with,72,1612,5138,416,1943,0.6421612456494769
myself,to,38,248,17658,59,6325,0.6403584210425829
did,do,52,1392,4306,347,1034,0.6401274260970163
after,other,12,1292,1072,622,303,0.6388238376265352
t,theirs,2,16538,14,3547,4,0.6358189416323534
of,them,90,8360,1250,3186,331,0.6328423619147552
any,most,2,944,246,265,73,0.6328346120670589
have,we,204,6276,3784,1410,943,0.630240178982981
up,with,138,3128,5138,971,1943,0.6298306345367861
hers,i,2,8,29146,2,7925,0.6287778122047869
shouldn,when,8,208,4486,46,1833,0.6283319531041639
from,itself,2,2384,98,1026,31,0.6267898085295927
from,his,28,2384,1374,1026,470,0.6253332325277923
i,ll,416,29146,1670,7925,370,0.6251786234048295
any,under,2,944,248,265,109,0.6247374034944033
because,yourself,2,1482,158,301,45,0.6245494769602535
at,each,6,2856,246,966,73,0.6243958083441082
are,our,10,4250,276,1228,94,0.6226551765759599
for,too,50,4638,1266,1908,401,0.6215121112449619
other,the,206,1072,22598,303,7909,0.6201233705822988
there,wasn,12,3136,450,723,82,0.6201009000053204
if,yours,2,3926,60,1112,14,0.618571380001457
more,more,16,1374,1374,392,392,0.6167709951247561
haven,i,82,332,29146,62,7925,0.6166565450850526
am,both,2,1076,220,246,61,0.6136590309802447
an,into,12,1586,896,589,334,0.613141049305185
most,than,2,246,964,73,309,0.6118694878724599
am,which,4,1076,442,246,134,0.6091239225767499
their,were,4,418,1138,140,265,0.6089304981845836
should,under,4,1922,248,681,109,0.6068892099053095
again,before,2,526,454,166,136,0.6048939090374512
now,yourself,2,1518,158,407,45,0.6005483297019081
he,him,66,4914,1612,1219,416,0.5997254932615261
ain,having,2,682,352,140,85,0.5996314874255302
on,yourself,10,7608,158,3281,45,0.5981796679446537
re,too,40,3798,1266,830,401,0.5981771856666819
any,or,14,944,1784,265,740,0.5974630676677213
she,wouldn,12,3440,420,866,81,0.5965704033828436
having,his,4,352,1374,85,470,0.5923268986698917
their,they,12,418,3482,140,879,0.5892083124174847
just,yourself,6,4608,158,1033,45,0.5887604347150247
some,those,6,1492,488,542,161,0.5887164835037508
had,if,54,1676,3926,367,1112,0.5845876175746214
being,too,6,578,1266,162,401,0.5837131990717536
which,will,8,442,2210,134,697,0.5825290735895906
don,why,78,5526,1724,1241,400,0.5822320978726565
because,re,46,1482,3798,301,830,0.5804089256259193
from,same,12,2384,616,1026,150,0.5802698738438586
through,your,8,336,2914,130,984,0.580193603574884
in,their,34,9966,418,4293,140,0.5790897383104978
each,in,20,246,9966,73,4293,0.5786113803192111
any,until,2,944,260,265,88,0.5774845280673437
d,they,36,1270,3482,313,879,0.5765298640437123
he,wasn,18,4914,450,1219,82,0.5764258426851732
until,we,8,260,3784,88,943,0.5753681893409514
are,such,10,4250,290,1228,66,0.5731751212798398
theirs,to,2,14,17658,4,6325,0.5702907795475561
now,once,4,1518,326,407,89,0.5693932099687926
having,while,2,352,704,85,241,0.5678827953332414
those,where,6,488,1528,161,345,0.5648742960877333
by,the,182,1002,22598,419,7909,0.563781948857559
is,too,94,9246,1266,3024,401,0.5628761033645131
further,it,2,18,13838,8,3385,0.5627468601225962
from,their,8,2384,418,1026,140,0.5625702904360766
in,the,1806,9966,22598,4293,7909,0.561463699379701
doing,was,18,444,5058,91,1221,0.5609659892001412
didn,why,16,1158,1724,239,400,0.5608818327090308
by,these,4,1002,500,419,165,0.5570781704063048
herself,of,4,60,8360,13,3186,0.5558812822865843
of,yours,4,8360,60,3186,14,0.5558812822865843
because,he,58,1482,4914,301,1219,0.5545968789196476
were,which,4,1138,442,265,134,0.5531020540879368
by,few,2,1002,252,419,63,0.5491099615204819
doing,were,4,444,1138,91,265,0.5485873741614754
be,won,28,5112,692,1318,179,0.5484177829006087
been,doing,4,1144,444,237,91,0.5433288174041747
at,the,508,2856,22598,966,7909,0.5428326681440645
before,off,4,454,1120,136,355,0.5422583895463347
s,there,310,12568,3136,3320,723,0.5421049656704097
the,under,44,22598,248,7909,109,0.540289428528344
are,what,180,4250,5396,1228,1362,0.5400146008788909
not,under,18,9248,248,2665,109,0.5399256422282926
are,yours,2,4250,60,1228,14,0.5392735083891014
after,its,4,1292,396,622,133,0.5360786568589331
for,our,10,4638,276,1908,94,0.5352909240879722
about,being,10,2222,578,657,162,0.5319934688715742
each,of,16,246,8360,73,3186,0.531188700754996
for,o,8,4638,222,1908,74,0.5298708530014521
