w1,w2,co_count,deg_w1,deg_w2,freq_w1,freq_w2,pmi
i,ve,446,118642,1442,30265,315,1.6893878305917431
re,you,156,882,68806,201,16398,1.6753387153925956
ours,we,16,316,20076,65,5134,1.6562866587180618
no,y,2,23356,34,5846,14,1.654894121174378
does,why,36,2658,5406,631,1272,1.6496457810430156
further,off,12,784,6116,181,1576,1.6485543867031893
hadn,too,2,136,5958,27,1485,1.6347189247492555
what,y,2,23940,34,5792,14,1.63019746406182
an,such,382,15522,10066,4897,2560,1.625209299047867
didn,why,12,912,5406,180,1272,1.620722281900772
against,over,216,9008,9892,2317,2559,1.6166494412202228
its,own,108,4224,10754,1291,2221,1.597281319961646
hers,than,8,294,11564,63,2908,1.5869297126866269
hasn,he,16,68,100006,12,25857,1.5868161003959098
been,having,110,16478,2838,3410,728,1.5865650491623995
my,o,482,33814,6096,10511,2220,1.580646854536288
does,not,454,2658,73334,631,17373,1.5767093650448198
herself,she,370,4360,36550,971,9078,1.5735602340250952
ll,yourself,10,3242,1338,678,291,1.5664284140821874
any,nor,176,13128,6074,3357,1801,1.5229297257146732
has,theirs,4,6598,276,1653,59,1.518090844112518
further,no,40,784,23356,181,5846,1.5125821119532037
weren,you,6,40,68806,6,16398,1.5105536150172008
can,how,236,10524,10288,2327,2716,1.510405736703631
any,aren,2,13128,70,3357,14,1.5088666988816377
couldn,until,2,468,2012,89,510,1.4845118595776214
his,own,1588,69774,10754,21402,2221,1.4809019048510272
does,yours,4,2658,714,631,153,1.476801455879977
having,herself,26,2838,4360,728,971,1.473735126407854
o,ours,4,6096,316,2220,65,1.4618833802173026
i,ll,792,118642,3242,30265,678,1.4534708979083524
own,their,576,10754,26252,2221,7806,1.4442981874291154
are,we,1186,29080,20076,6854,5134,1.4399763428725352
from,off,390,31428,6116,9076,1576,1.4387497120288195
own,your,374,10754,17160,2221,5121,1.4376074005466875
hasn,there,4,68,29252,12,6380,1.429802830346758
no,there,1364,23356,29252,5846,6380,1.4225854691933526
did,not,2070,14214,73334,3121,17373,1.4172626335800118
are,ours,18,29080,316,6854,65,1.4035443097417677
shan,we,4,102,20076,20,5134,1.4007606599693665
below,here,8,530,7778,137,1782,1.3942302844221783
s,y,2,30422,34,9896,14,1.390583263195592
our,ourselves,10,8686,600,2714,138,1.3829080555930011
any,other,286,13128,11368,3357,2451,1.3816525379934845
further,yourself,2,784,1338,181,291,1.376524894900829
its,itself,12,4224,1530,1291,378,1.350066366635671
ll,you,414,3242,68806,678,16398,1.3495950791556115
above,couldn,2,2322,468,551,89,1.3412128405305843
shouldn,then,4,114,19128,18,5091,1.3379069949054285
does,how,50,2658,10288,631,2716,1.3346812547616471
any,more,430,13128,17920,3357,4062,1.334330927251414
ain,those,2,170,6466,36,1668,1.3297539486257868
i,shan,22,118642,102,30265,20,1.3289245948152433
re,we,32,882,20076,201,5134,1.322984368554443
any,than,270,13128,11564,3357,2908,1.3069882537333997
t,why,114,11876,5406,2256,1272,1.3053798880459757
her,own,810,42622,10754,11552,2221,1.3005964039462876
they,were,2628,51588,28896,13104,6871,1.298196606377366
any,further,18,13128,784,3357,181,1.2901808521976215
any,or,476,13128,20822,3357,6325,1.2858708623796995
few,very,82,3028,15552,664,4009,1.2858380910622114
do,won,54,21988,1412,4707,264,1.284690450355809
needn,you,4,34,68806,5,16398,1.2676073327774457
there,weren,2,29252,40,6380,6,1.2672829012614846
be,should,1254,60720,12118,16115,2550,1.264339126787843
those,whom,64,6466,5810,1668,1424,1.2639552441723998
re,yourself,2,882,1338,201,291,1.2587423164431504
above,all,224,2322,57250,551,13725,1.252999996364462
re,why,8,882,5406,201,1272,1.2487051646480491
here,wouldn,4,7778,308,1782,58,1.2438598324255539
further,itself,2,784,1530,181,378,1.2424336375681329
don,you,466,4070,68806,855,16398,1.240462166691507
ve,we,48,1442,20076,315,5134,1.2368552878498271
both,yourselves,6,4442,828,1072,229,1.2206065344542019
needn,she,2,34,36550,5,9078,1.2070688075450944
after,few,52,10684,3028,2723,664,1.2058044877035685
have,we,1360,42174,20076,10116,5134,1.2051214793598346
does,what,102,2658,23940,631,5792,1.2030585988133706
having,once,20,2838,4402,728,931,1.2017839634975653
i,will,6138,118642,32366,30265,7368,1.2002456833055735
nor,yourselves,8,6074,828,1801,229,1.1953761945125416
a,such,1742,109480,10066,33960,2560,1.1890943555762654
ll,we,102,3242,20076,678,5134,1.1804677656433085
haven,you,28,260,68806,47,16398,1.1791975340368996
below,m,2,530,2440,137,532,1.1672356081431072
hers,once,2,294,4402,63,931,1.1664719060995177
other,shouldn,2,11368,114,2451,18,1.165109821892927
between,themselves,14,2882,3160,767,778,1.1612109722948916
did,why,118,14214,5406,3121,1272,1.1601582370548553
below,while,4,530,4932,137,1222,1.156637409781602
hadn,now,4,136,19350,27,4677,1.1499117074868213
do,why,180,21988,5406,4707,1272,1.1461610216815417
it,weren,6,99208,40,22303,6,1.1446263898626812
ma,no,40,1136,23356,237,5846,1.14172260606425
doesn,it,36,242,99208,53,22303,1.1363282064192262
hers,she,16,294,36550,63,9078,1.1292932692657853
between,couldn,2,2882,468,767,89,1.1251579980307578
i,shouldn,20,118642,114,30265,18,1.122388826889896
does,itself,6,2658,1530,631,378,1.1201275518235105
our,ours,4,8686,316,2714,65,1.1078043326304976
had,she,2334,43836,36550,10317,9078,1.1074127206602769
against,itself,20,9008,1530,2317,378,1.1035617508612208
are,they,2172,29080,51588,6854,13104,1.1012744325802426
won,you,140,1412,68806,264,16398,1.0965547969253309
our,own,134,8686,10754,2714,2221,1.092059950160303
ain,this,8,170,32912,36,8915,1.0887710323467747
are,doing,58,29080,1398,6854,265,1.086560137130279
haven,i,44,260,118642,47,30265,1.0863631271795124
has,who,148,6598,15726,1653,4262,1.0863407732410428
ma,myself,6,1136,3712,237,795,1.083885150074585
each,on,146,3406,30418,810,8596,1.074243966999788
at,same,288,33570,6120,9174,1268,1.0689760522385958
other,than,184,11368,11564,2451,2908,1.0674470145315482
during,this,22,478,32912,119,8915,1.0665599804174954
because,isn,4,8340,344,1896,63,1.0635542746558593
don,i,672,4070,118642,855,30265,1.0617152732274895
isn,there,14,344,29252,63,6380,1.0614332166788678
have,wouldn,18,42174,308,10116,58,1.0574336130228739
do,you,2096,21988,68806,4707,16398,1.057208736556174
or,some,286,20822,9970,6325,2756,1.0516115866800997
themselves,they,224,3160,51588,778,13104,1.048995413165622
them,y,2,42880,34,10245,14,1.0473449897247147
can,who,226,10524,15726,2327,4262,1.0427717190515282
hers,such,4,294,10066,63,2560,1.032516018687356
isn,it,46,344,99208,63,22303,1.0297467739986954
between,them,166,2882,42880,767,10245,1.026308245018982
having,some,38,2838,9970,728,2756,1.0261163925523606
against,yourselves,10,9008,828,2317,229,1.0244242686555172
against,themselves,38,9008,3160,2317,778,1.0201114571811147
you,yourself,122,68806,1338,16398,291,1.0127645961466243
couldn,he,62,468,100006,89,25857,1.0124016186204348
further,than,12,784,11564,181,2908,1.0115662747142162
below,from,22,530,31428,137,9076,1.0094318391948331
been,theirs,6,16478,276,3410,59,1.0082976151894552
no,ve,44,23356,1442,5846,315,0.9985150971053484
i,myself,574,118642,3712,30265,795,0.996158513220188
ma,why,8,1136,5406,237,1272,0.995628823783655
my,own,470,33814,10754,10511,2221,0.9877904843667448
if,wasn,10,23076,336,5245,58,0.9856462400920378
these,were,390,10478,28896,2850,6871,0.9843762253886049
ours,while,2,316,4932,65,1222,0.9806244233051866
t,you,1048,11876,68806,2256,16398,0.9800388476550754
further,some,10,784,9970,181,2756,0.9775609166086858
does,she,124,2658,36550,631,9078,0.9752368848573112
or,other,302,20822,11368,6325,2451,0.9748249885861774
hadn,if,4,136,23076,27,5245,0.973811275407709
your,yourselves,18,17160,828,5121,229,0.9677430934795646
it,wasn,42,99208,336,22303,58,0.9623054944932103
few,some,38,3028,9970,664,2756,0.961313645287203
is,ours,28,70450,316,16435,65,0.9605247109510898
can,you,908,10524,68806,2327,16398,0.9575055547258999
than,theirs,4,11564,276,2908,59,0.9569616106476537
are,you,2500,29080,68806,6854,16398,0.9539148998402465
theirs,whom,2,276,5810,59,1424,0.9521298634169408
below,few,2,530,3028,137,664,0.9513319600234478
aren,if,2,70,23076,14,5245,0.9448229611506443
other,some,140,11368,9970,2451,2756,0.9424699180113516
did,shouldn,2,14214,114,3121,18,0.9416854851661535
as,such,724,58358,10066,14528,2560,0.9402420199484639
re,they,56,882,51588,201,13104,0.9388362620582665
during,each,2,478,3406,119,810,0.9369620257860408
didn,he,112,912,100006,180,25857,0.936594440653211
wouldn,you,26,308,68806,58,16398,0.9356714532349089
there,wasn,12,29252,336,6380,58,0.9308130487819546
do,not,1966,21988,73334,4707,17373,0.9294455939511505
is,there,2510,70450,29252,16435,6380,0.9283973385202403
ain,now,4,170,19350,36,4677,0.926768484215662
during,which,20,478,34432,119,8775,0.9261007905401878
have,should,618,42174,12118,10116,2550,0.9212030778435785
me,o,276,37448,6096,9469,2220,0.9210252253690546
have,i,6044,42174,118642,10116,30265,0.9201173434580714
all,these,724,57250,10478,13725,2850,0.9192964180539361
our,we,210,8686,20076,2714,5134,0.9170804033672547
down,into,190,11360,13910,2819,4098,0.9155281299655099
why,wouldn,2,5406,308,1272,58,0.914502168572879
as,just,444,58358,6342,14528,1332,0.9132444197279769
those,were,224,6466,28896,1668,6871,0.9125956749048839
again,again,98,9052,9052,2122,2122,0.9102064850641665
just,now,146,6342,19350,1332,4677,0.9049304985877016
against,up,206,9008,19288,2317,5023,0.9014904351702842
after,their,330,10684,26252,2723,7806,0.8938136669221537
be,wouldn,22,60720,308,16115,58,0.8936351733285794
under,yourselves,4,4116,828,1126,229,0.8913644140282047
any,haven,4,13128,260,3357,47,0.8898304035233316
had,who,806,43836,15726,10317,4262,0.8875234410670076
ve,you,116,1442,68806,315,16398,0.8874786696253271
against,me,394,9008,37448,2317,9469,0.8864950197948016
doesn,he,28,242,100006,53,25857,0.8770022680740854
above,from,84,2322,31428,551,9076,0.871899159253583
m,yours,2,2440,714,532,153,0.8692305124993408
hers,t,4,294,11876,63,2256,0.8671600924325615
re,too,6,882,5958,201,1485,0.8637978561974266
or,or,494,20822,20822,6325,6325,0.8617257647472485
aren,when,2,70,25286,14,6330,0.8533654282023297
most,ours,2,5622,316,1523,65,0.8496818760363829
both,them,214,4442,42880,1072,10245,0.8476762532485844
any,hadn,2,13128,136,3357,27,0.8447093346353326
there,was,2570,29252,78924,6380,18715,0.8384383587267139
above,above,6,2322,2322,551,551,0.8381117417915653
can,what,280,10524,23940,2327,5792,0.8367910235636268
but,mustn,2,56250,32,13944,6,0.8365696498735233
be,can,710,60720,10524,16115,2327,0.8365439633559868
doing,here,12,1398,7778,265,1782,0.8297750398307733
him,y,2,53404,34,13012,14,0.8278654403958712
further,into,12,784,13910,181,4098,0.8268551732297035
on,other,380,30418,11368,8596,2451,0.8255448098747615
again,until,20,9052,2012,2122,510,0.8248276538392582
can,we,232,10524,20076,2327,5134,0.8247644186355594
any,if,332,13128,23076,3357,5245,0.8228049841581944
ours,than,4,316,11564,65,2908,0.8216204339671689
for,yourselves,68,75676,828,19527,229,0.8129992156299657
should,we,264,12118,20076,2550,5134,0.8129425643726704
is,this,2514,70450,32912,16435,8915,0.8121003102743126
itself,nor,10,1530,6074,378,1801,0.8045102276729277
hers,just,2,294,6342,63,1332,0.8013377333180353
they,when,1396,51588,25286,13104,6330,0.7990368047243468
can,no,262,10524,23356,2327,5846,0.7950427139453978
doing,so,46,1398,30894,265,7791,0.7942472010249454
such,under,44,10066,4116,2560,1126,0.791354844043807
here,m,20,7778,2440,1782,532,0.7836453683713454
are,those,198,29080,6466,6854,1668,0.7828691796777357
further,m,2,784,2440,181,532,0.7757046757033663
has,she,252,6598,36550,1653,9078,0.7751918122695589
our,re,8,8686,882,2714,201,0.774502420235624
above,yourselves,2,2322,828,551,229,0.7706697090302553
has,no,160,6598,23356,1653,5846,0.768763810395871
between,yourself,4,2882,1338,767,291,0.7678437952862707
has,he,684,6598,100006,1653,25857,0.7671716505384301
ve,yourself,2,1442,1338,315,291,0.7671494750295414
both,we,92,4442,20076,1072,5134,0.7623692473790032
has,hers,2,6598,294,1653,63,0.7617654264480936
but,doesn,14,56250,242,13944,53,0.7592791660797139
ll,ourselves,2,3242,600,678,138,0.7589916942269871
all,needn,2,57250,34,13725,5,0.7583236071880968
ain,you,12,170,68806,36,16398,0.7567828388114538
shan,then,2,102,19128,20,5091,0.7559857359765262
because,couldn,4,8340,468,1896,89,0.755728034743591
can,i,1276,10524,118642,2327,30265,0.7529270369040526
why,you,380,5406,68806,1272,16398,0.7525813417047129
both,re,4,4442,882,1072,201,0.751962769708982
o,our,54,6096,8686,2220,2714,0.750849144437289
doing,its,6,1398,4224,265,1291,0.747144387738551
as,needn,2,58358,34,14528,5,0.7391548387053261
t,yourself,16,11876,1338,2256,291,0.7381035552556459
do,what,528,21988,23940,4707,5792,0.734259222727502
of,the,107872,241756,444994,71267,133583,0.7339213594449115
having,its,12,2838,4224,728,1291,0.7322348311252262
below,down,6,530,11360,137,2819,0.7277494511373136
didn,once,4,912,4402,180,931,0.7275606045685774
can,yourself,14,10524,1338,2327,291,0.7254333400073175
doing,ve,2,1398,1442,265,315,0.7232828889398513
i,needn,4,118642,34,30265,5,0.7227885028411841
an,haven,4,15522,260,4897,47,0.722319579919947
because,doesn,2,8340,242,1896,53,0.7221109105769447
having,yours,2,2838,714,728,153,0.7181293205251537
if,were,658,23076,28896,5245,6871,0.7179191277948759
can,do,228,10524,21988,2327,4707,0.7164008996515724
if,re,20,23076,882,5245,201,0.7137127653526557
are,aren,2,29080,70,6854,14,0.7135659765863855
if,you,1556,23076,68806,5245,16398,0.7110001299358624
ours,those,2,316,6466,65,1668,0.7098119863561521
each,ourselves,2,3406,600,810,138,0.7096436421452615
hers,into,4,294,13910,63,4098,0.7090718241690599
you,yours,48,68806,714,16398,153,0.7079928259479994
aren,there,2,70,29252,14,6380,0.7076686943111167
had,he,4280,43836,100006,10317,25857,0.7072331997019421
i,t,1372,118642,11876,30265,2256,0.7046051878413115
here,s,230,7778,30422,1782,9896,0.7028245265059907
are,where,200,29080,7092,6854,1853,0.7005098085438559
should,that,1366,12118,116466,2550,28798,0.6985611965680825
then,why,100,19128,5406,5091,1272,0.6977179804261112
because,they,416,8340,51588,1896,13104,0.697543444964838
they,until,100,51588,2012,13104,510,0.6939623190532288
does,further,2,2658,784,631,181,0.6901289397789127
during,herself,2,478,4360,119,971,0.6900291307747028
your,yourself,22,17160,1338,5121,291,0.6884957974474442
been,doing,22,16478,1398,3410,265,0.6851840521298446
am,here,108,14552,7778,2987,1782,0.6843140246908108
re,what,20,882,23940,201,5792,0.6769551892713536
ma,you,74,1136,68806,237,16398,0.6764712887337085
those,which,210,6466,34432,1668,8775,0.6727739707952409
once,than,48,4402,11564,931,2908,0.6724556555536987
he,himself,678,100006,7204,25857,1702,0.6704911669261127
too,yours,4,5958,714,1485,153,0.6696418216198925
into,up,252,13910,19288,4098,5023,0.6685484262680379
we,will,610,20076,32366,5134,7368,0.6680358864576067
as,if,1262,58358,23076,14528,5245,0.6662739655427716
hadn,who,2,136,15726,27,4262,0.6641416942498805
doing,itself,2,1398,1530,265,378,0.6640463155496412
be,will,1836,60720,32366,16115,7368,0.6631734413482093
herself,to,688,4360,169078,971,48057,0.6621671242429809
is,it,6522,70450,99208,16435,22303,0.6620249549196745
be,until,114,60720,2012,16115,510,0.6620065393772737
i,should,1336,118642,12118,30265,2550,0.6578433401327702
am,myself,50,14552,3712,2987,795,0.6539342043467699
few,yours,2,3028,714,664,153,0.6533266973496915
again,during,4,9052,478,2122,119,0.6526631950700111
because,haven,2,8340,260,1896,47,0.6503671537782612
about,re,8,9840,882,2595,201,0.649759309360045
being,ours,2,6870,316,1652,65,0.6492056836539436
re,while,4,882,4932,201,1222,0.6473230193369369
few,those,18,3028,6466,664,1668,0.6471221313942317
both,were,118,4442,28896,1072,6871,0.6470871991518699
what,you,1510,23940,68806,5792,16398,0.6442337714100993
is,yours,46,70450,714,16435,153,0.6418209275558071
her,she,1424,42622,36550,11552,9078,0.6413838459838156
ll,why,16,3242,5406,678,1272,0.6400992280544909
herself,than,46,4360,11564,971,2908,0.6394829679432892
is,what,1538,70450,23940,16435,5792,0.6389947037972432
or,ours,6,20822,316,6325,65,0.6389725982390551
does,it,240,2658,99208,631,22303,0.6370567925528006
having,such,26,2838,10066,728,2560,0.6370439731558523
has,just,38,6598,6342,1653,1332,0.6348358557387439
any,wasn,4,13128,336,3357,58,0.6334011606133547
didn,i,98,912,118642,180,30265,0.6321826868922863
than,yourself,14,11564,1338,2908,291,0.6311949065995358
did,she,470,14214,36550,3121,9078,0.6310346036302205
same,the,2462,6120,444994,1268,133583,0.630316903964403
its,on,116,4224,30418,1291,8596,0.6289835839827274
do,how,204,21988,10288,4707,2716,0.6278554608682668
did,so,396,14214,30894,3121,7791,0.6278353153892786
both,they,206,4442,51588,1072,13104,0.6246928406789722
from,under,116,31428,4116,9076,1126,0.6222196357779504
will,you,1992,32366,68806,7368,16398,0.6197054911300718
are,here,202,29080,7778,6854,1782,0.6181282936185052
of,out,5438,241756,25190,71267,5771,0.6180010748624224
d,further,6,8578,784,2596,181,0.6171151396166197
having,themselves,8,2838,3160,728,778,0.6169802071504141
he,when,2254,100006,25286,25857,6330,0.6161911201512604
until,we,36,2012,20076,510,5134,0.6160750586912241
be,to,9126,60720,169078,16115,48057,0.6134599747132943
does,he,236,2658,100006,631,25857,0.612238146526066
any,isn,4,13128,344,3357,63,0.6098706859601415
if,we,410,23076,20076,5245,5134,0.6090494606757634
during,her,18,478,42622,119,11552,0.6073561494630079
m,myself,8,2440,3712,532,795,0.6070829639981348
how,you,622,10288,68806,2716,16398,0.6018814654619129
then,yours,12,19128,714,5091,153,0.6018360867736018
do,i,2290,21988,118642,4707,30265,0.6009101838086783
an,re,12,15522,882,4897,201,0.5994218515925662
can,nor,56,10524,6074,2327,1801,0.598886423922862
having,no,58,2838,23356,728,5846,0.5976999855030471
just,ve,8,6342,1442,1332,315,0.5974266078280355
shouldn,we,2,114,20076,18,5134,0.5963885855779953
any,doing,16,13128,1398,3357,265,0.594009112716364
hadn,i,14,136,118642,27,30265,0.5892575417546674
be,shouldn,6,60720,114,16115,18,0.5882533828393868
she,was,2498,36550,78924,9078,18715,0.5872896331325024
doesn,then,4,242,19128,53,5091,0.5851687641293516
did,he,1226,14214,100006,3121,25857,0.5832650299759614
each,each,10,3406,3406,810,810,0.5827182576107405
has,its,24,6598,4224,1653,1291,0.581715136242256
any,having,32,13128,2838,3357,728,0.5790994127596699
has,won,8,6598,1412,1653,264,0.5788781196034573
been,too,84,16478,5958,3410,1485,0.5752662608407467
shan,you,6,102,68806,20,16398,0.5744612091392116
about,yours,6,9840,714,2595,153,0.5733863001195937
does,where,16,2658,7092,631,1853,0.5672577680209504
a,very,1442,109480,15552,33960,4009,0.5650656782745743
but,wasn,16,56250,336,13944,58,0.5646371950576422
between,while,12,2882,4932,767,1222,0.5618879297843365
from,its,112,31428,4224,9076,1291,0.5612275890273336
before,him,628,13954,53404,3449,13012,0.560098802353905
do,we,372,21988,20076,4707,5134,0.5600824217033857
d,d,62,8578,8578,2596,2596,0.5599432811189201
all,over,476,57250,9892,13725,2559,0.5574743522953199
have,no,822,42174,23356,10116,5846,0.5502930587730938
each,its,12,3406,4224,810,1291,0.5497958876692071
few,only,28,3028,11114,664,2506,0.5473070390955213
have,shouldn,4,42174,114,10116,18,0.547257389315369
being,too,34,6870,5958,1652,1485,0.545672013156862
why,yourself,6,5406,1338,1272,291,0.5442843026025683
didn,you,52,912,68806,180,16398,0.5432785216324263
after,some,88,10684,9970,2723,2756,0.5402194117582325
no,nor,116,23356,6074,5846,1801,0.5299293949601818
because,re,6,8340,882,1896,201,0.5274697287176855
down,from,290,11360,31428,2819,9076,0.5232937828626565
had,when,900,43836,25286,10317,6330,0.5228989746623676
couldn,have,16,468,42174,89,10116,0.5212821924557851
it,was,6344,99208,78924,22303,18715,0.5207712361978161
ourselves,under,2,600,4116,138,1126,0.5203007707545932
ours,who,4,316,15726,65,4262,0.5142021771667615
ain,there,4,170,29252,36,6380,0.5135134004620915
nor,their,128,6074,26252,1801,7806,0.5114812032606405
are,ourselves,14,29080,600,6854,138,0.511042695143783
not,y,2,73334,34,17373,14,0.5107273874269979
by,its,100,29648,4224,8512,1291,0.5062034497647806
for,too,360,75676,5958,19527,1485,0.5061185975472635
do,shouldn,2,21988,114,4707,18,0.5054169713710808
how,o,50,10288,6096,2716,2220,0.5046224856901403
during,their,10,478,26252,119,7806,0.5041978200689664
there,were,672,29252,28896,6380,6871,0.5018177072795715
been,who,206,16478,15726,3410,4262,0.5017451041697966
myself,than,34,3712,11564,795,2908,0.4981033395030356
after,having,24,10684,2838,2723,728,0.4974173939876265
couldn,why,2,468,5406,89,1272,0.49613454190238687
its,ourselves,2,4224,600,1291,138,0.49440008701073734
because,didn,6,8340,912,1896,180,0.49402181395261585
we,whom,92,20076,5810,5134,1424,0.4938934133840262
do,ll,56,21988,3242,4707,678,0.4898748873865625
be,hers,14,60720,294,16115,63,0.4881701081933374
had,just,218,43836,6342,10317,1332,0.4880559764904696
having,himself,16,2838,7204,728,1702,0.48606312832959453
against,them,302,9008,42880,2317,10245,0.4851189183342783
had,which,1180,43836,34432,10317,8775,0.4850384476347673
he,whom,454,100006,5810,25857,1424,0.48449693355135404
here,we,122,7778,20076,1782,5134,0.4844072200086412
he,wouldn,24,100006,308,25857,58,0.48168958201502104
because,wouldn,2,8340,308,1896,58,0.480949312041569
am,very,176,14552,15552,2987,4009,0.47977679225064745
through,through,24,5556,5556,1589,1589,0.4795074207158896
for,y,2,75676,34,19527,14,0.47929072033020037
just,same,30,6342,6120,1332,1268,0.47365156047953655
has,what,122,6598,23940,1653,5792,0.4729142549145421
now,until,30,19350,2012,4677,510,0.47058616174702417
for,yourself,78,75676,1338,19527,291,0.4702822731806128
ve,why,6,1442,5406,315,1272,0.4694292684843387
from,yourselves,20,31428,828,9076,229,0.46798561425914176
after,these,86,10684,10478,2723,2850,0.4675326590349155
an,wasn,4,15522,336,4897,58,0.46589029289364486
haven,we,4,260,20076,47,5134,0.46505312317315506
very,wasn,4,15552,336,4009,58,0.4639594192040091
d,o,40,8578,6096,2596,2220,0.46325631244443155
themselves,who,38,3160,15726,778,4262,0.46290919978713174
no,wasn,6,23356,336,5846,58,0.4627599674795457
very,was,936,15552,78924,4009,18715,0.460151356769921
that,those,574,116466,6466,28798,1668,0.45968282340167677
had,whom,194,43836,5810,10317,1424,0.45903267777437134
if,shouldn,2,23076,114,5245,18,0.45712078616408125
being,from,164,6870,31428,1652,9076,0.4562135923676057
again,over,68,9052,9892,2122,2559,0.45600610350803
as,as,2586,58358,58358,14528,14528,0.4558851462436324
a,while,410,109480,4932,33960,1222,0.455881180711691
m,why,10,2440,5406,532,1272,0.45428797977691415
ain,an,2,170,15522,36,4897,0.45405554649275964
hasn,that,6,68,116466,12,28798,0.45361795277636063
below,some,4,530,9970,137,2756,0.45280224553032017
only,yours,6,11114,714,2506,153,0.4516365067510234
if,isn,6,23076,344,5245,63,0.451290270368596
he,isn,26,100006,344,25857,63,0.4511904232949993
no,other,200,23356,11368,5846,2451,0.4478715528775746
we,what,362,20076,23940,5134,5792,0.4477789300761628
ve,what,26,1442,23940,315,5792,0.4477252473158599
up,yourselves,12,19288,828,5023,229,0.4453760297797353
between,those,14,2882,6466,767,1668,0.4452255629205374
